id,weight_class,B_avg_SIG_STR_att,B_avg_opp_SIG_STR_att,B_avg_TOTAL_STR_att,B_avg_opp_TOTAL_STR_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_DISTANCE_att,B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_SIG_STR_att,R_avg_opp_SIG_STR_att,R_avg_TOTAL_STR_att,R_avg_opp_TOTAL_STR_att,R_avg_BODY_att,R_avg_opp_BODY_att,R_avg_DISTANCE_att,R_avg_opp_DISTANCE_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
119.0,7,30.75,27.25,41.75,37.5,20.0,5.5,4.5,15.0,0.0,182.88,185.0,99.5,141.5,102.5,166.5007248,3.65625,14.61328125,93.0,107.616333,0.0,187.96,182.88,185.0,1,0
120.0,6,7.90625,10.6328125,8.72265625,15.28515625,8.1875,2.01953125,1.30078125,7.3515625,1.0,182.88,185.0,100.8658142,117.6855774,131.8908081,137.5088196,18.39022827,17.74841309,79.80459595,91.8130188,2.0,180.34,190.5,170.0,1,0
121.0,6,149.0,126.0,165.0,129.0,74.0,19.0,8.0,120.0,0.0,180.34,170.0,59.4375,108.28125,75.125,116.8125,7.6875,15.3125,51.71875,101.09375,1.0,182.88,182.88,170.0,1,0
122.0,7,29.625,33.3125,56.15625,50.8125,27.875,3.4375,2.875,12.40625,2.0,190.5,185.0,12.0,17.5,28.5,34.5,2.0,1.5,2.0,1.5,0.0,185.42,182.88,170.0,1,0
123.0,6,26.5,52.0,36.0,120.0,36.0,11.5,9.5,26.0,0.0,185.42,170.0,54.25,70.125,70.125,132.25,6.875,13.5,43.25,38.5,1.0,187.96,187.96,170.0,1,0
124.0,7,81.25,61.515625,92.359375,70.953125,37.984375,15.5,9.6875,54.546875,5.0,182.88,185.0,83.10546875,124.1816406,98.22460938,147.1894531,13.37695313,15.81640625,58.79492188,65.63867188,4.0,187.96,198.12,185.0,1,0
125.0,3,79.0,29.80114746,90.5,38.0,19.0,6.7734375,7.0,44.0,0.0,165.1,135.0,53.0,55.0,65.0,72.0,4.0,4.0,52.0,51.0,0.0,172.72,172.72,135.0,1,0
126.0,6,8.0,5.0,23.0,23.0,5.0,0.0,0.0,3.0,0.0,177.8,170.0,76.19702148,67.0,113.5234375,73.5,5.96875,5.0,57.0,62.9375,0.0,182.88,190.5,170.0,1,0
127.0,3,79.6875,87.125,112.65625,112.828125,63.78125,14.828125,8.265625,70.1875,0.0,170.18,135.0,57.734375,94.2578125,73.859375,103.9921875,7.5703125,9.6328125,47.5078125,82.21875,0.0,167.64,167.64,135.0,0,0
128.0,5,86.125,121.875,91.625,128.375,81.0,24.5,13.25,111.875,1.0,172.72,155.0,175.6999512,139.4428711,201.0437012,157.4301758,26.61474609,17.97363281,171.7739258,134.6391602,1.0,175.26,177.8,155.0,1,0
129.0,7,66.21289063,26.99902344,74.92382813,27.671875,16.42578125,2.908203125,1.325195313,25.359375,4.0,187.96,185.0,65.05273438,82.09082031,76.11230469,99.09472656,14.18847656,9.408203125,52.39746094,44.81933594,4.0,187.96,198.12,185.0,1,0
130.0,5,88.96875,61.859375,154.5,112.0,42.5625,7.5625,6.0,41.0,0.0,172.72,155.0,100.0,115.0,141.0,119.0,12.0,13.0,46.0,109.0,0.0,167.64,172.72,135.0,1,0
131.0,5,87.0,105.0,100.0,134.0,89.0,14.0,14.0,99.0,0.0,175.26,155.0,62.390625,79.390625,70.625,153.640625,9.484375,11.71875,54.203125,62.53125,1.0,175.26,177.8,155.0,1,0
132.0,5,43.5,27.5,84.5625,62.6875,22.8125,2.9375,1.125,13.375,1.0,170.18,155.0,53.25,39.1875,102.71875,58.6875,10.09375,2.6875,23.9375,27.28125,4.0,175.26,177.8,155.0,1,0
133.0,7,98.0,130.0,117.0,145.0,82.0,29.0,25.0,107.0,0.0,177.8,185.0,39.375,69.21875,83.53125,107.78125,8.5,23.21875,18.65625,22.25,0.0,177.8,185.42,185.0,1,0
134.0,6,42.0,43.0,42.0,52.0,25.0,13.0,9.0,26.0,1.0,190.5,185.0,76.6875,87.25,95.5,108.0625,15.9375,10.9375,60.8125,66.8125,0.0,185.42,190.5,170.0,1,0
135.0,1,131.90625,112.015625,177.5625,121.78125,86.890625,20.890625,16.296875,94.453125,0.0,154.94,115.0,225.5756836,166.0048828,291.3291016,172.3466797,48.27441406,24.30224609,129.9130859,135.3012695,1.0,154.94,157.48,115.0,0,0
136.0,3,25.23828125,116.0,63.0,132.0,87.171875,2.0,1.5,102.0,0.0,167.64,125.0,76.25,90.0,83.13220215,113.75,14.125,8.75,54.9375,86.15625,0.0,170.18,167.64,135.0,0,0
137.0,6,54.3125,53.875,63.6875,109.875,37.75,8.0,3.625,47.25,0.0,180.34,170.0,64.63476563,96.37109375,119.2519531,146.7324219,10.71289063,20.20605469,39.66699219,67.90429688,2.0,170.18,182.88,170.0,1,0
138.0,4,49.62792969,48.375,68.87304688,68.21386719,38.35546875,8.669921875,6.161132813,36.01269531,0.0,177.8,155.0,152.6538277,155.0361176,161.0106964,167.1663132,10.65740204,13.29907227,145.5875435,151.7718735,4.0,175.26,180.34,145.0,1,0
139.0,3,43.0,69.0,88.0,82.5,56.5,10.0,8.0,41.5,0.0,167.64,125.0,67.5,28.5,106.5,33.5,4.5,1.5,18.0,24.0,0.0,167.64,170.18,125.0,1,0
140.0,7,71.98912573,59.94407725,74.51534319,70.63789964,44.68561792,9.758522987,8.038702011,47.51205778,6.0,185.42,185.0,50.78070432,87.93502659,52.06436545,95.85293168,6.304353952,10.05361849,39.48277742,69.6056692,11.0,182.88,187.96,185.0,1,0
141.0,8,61.71875,96.078125,66.5,119.4375,67.859375,14.875,13.078125,54.421875,3.0,193.04,205.0,69.60960102,106.5433254,80.41776752,119.0278287,8.678366184,12.39190483,63.6118784,86.41446161,6.0,182.88,190.5,205.0,1,0
142.0,7,52.0,30.5,82.0,63.5,19.0,3.0,2.0,21.0,0.0,190.5,205.0,36.0,34.375,52.125,81.0,2.75,7.25,23.875,17.5,1.0,182.88,190.5,185.0,1,0
143.0,7,11.5,13.5,41.5,62.0,11.5,1.5,1.5,7.5,0.0,182.88,205.0,38.5,18.0,53.0,22.0,3.0,1.5,12.5,13.5,2.0,182.88,185.42,170.0,1,0
144.0,6,82.8125,88.4375,141.125,114.1875,71.75,12.25,5.8125,78.4375,0.0,182.88,170.0,60.0390625,20.64648438,90.609375,35.97265625,5.33984375,2.134765625,17.8203125,12.72460938,0.0,182.88,187.96,170.0,1,0
145.0,9,32.875,25.25,39.5,27.875,13.125,3.75,2.25,17.25,2.0,193.04,231.0,66.0,84.3125,93.0625,98.5625,4.125,14.0,44.3125,56.1875,3.0,182.88,185.42,263.0,1,0
146.0,8,38.80322266,88.0,48.0,91.0,66.45068359,16.0,12.1875,82.6875,0.0,193.04,205.0,140.5,141.5,131.8908081,166.5007248,32.0,25.5212841,51.12109375,122.6367188,0.0,182.88,193.04,205.0,1,0
147.0,9,43.75,66.22753906,48.75,74.0,50.375,10.0,6.5,47.51205778,0.0,182.88,265.0,42.5,11.75,44.75,12.75,2.75,0.0,19.5,10.5,2.0,195.58,203.2,265.0,1,0
148.0,7,59.0,27.5,141.0,58.75,16.0,2.75,2.5,20.203125,0.0,190.5,170.0,108.0119629,117.6855774,126.75,129.2928772,12.5,3.5,83.75,116.6326904,0.0,185.42,187.96,185.0,1,0
149.0,2,130.4677734,93.36230469,158.3935547,117.1269531,65.82421875,17.63085938,12.33398438,88.59863281,1.0,167.64,125.0,212.2338867,170.1257324,220.4174805,206.6955566,22.70092773,28.30371094,206.6313477,159.7697754,0.0,167.64,167.64,125.0,0,0
150.0,7,23.0,64.0,35.72317505,72.13476563,55.0,1.0,1.625,60.75,0.0,185.42,205.0,121.0,123.8847656,130.125,143.352354,19.42245483,14.61328125,111.75,102.0,0.0,198.12,200.66,185.0,1,0
151.0,5,98.0625,80.5,110.5,102.4375,56.5625,11.125,6.0,72.5625,1.0,175.26,155.0,35.5,42.96875,66.46875,66.40625,2.25,7.5625,24.09375,25.84375,0.0,175.26,180.34,155.0,1,0
152.0,4,42.0,38.0,61.0,113.0,35.0,2.0,2.0,12.0,0.0,177.8,145.0,78.5,80.75,99.25,87.0,8.25,10.75,65.75,63.5,0.0,175.26,180.34,145.0,1,0
153.0,6,19.265625,36.0,33.0,43.05742836,23.0,9.0,7.0,28.5,0.0,177.8,170.0,121.0,95.0,121.0,95.0,7.0,24.0,119.0,92.0,0.0,185.42,187.96,170.0,1,0
154.0,8,119.6484375,136.828125,124.6132813,138.7460938,114.8261719,14.43164063,10.8046875,132.265625,4.0,190.5,230.0,89.99609375,82.19140625,117.6210938,92.75,7.4609375,6.6484375,51.12109375,67.2734375,2.0,187.96,193.04,205.0,1,0
155.0,4,100.5,79.5,122.4492188,85.70532227,63.5,6.313084126,3.0,49.0,0.0,182.88,145.0,59.20507813,80.97982788,66.47949219,97.91763306,9.691955566,14.32644653,48.03616333,67.62411499,4.0,172.72,180.34,145.0,1,0
156.0,6,63.5,59.5,78.5,70.5,41.0,6.0,4.0,41.0,0.0,190.5,170.0,116.0,94.0,126.0,102.0,12.0,4.0,110.0,89.0,0.0,182.88,185.42,170.0,1,0
157.0,8,35.359375,51.0390625,37.75,63.21875,36.9296875,7.4375,6.5390625,28.7109375,4.0,193.04,205.0,128.1844635,134.7452545,138.5518951,151.7371368,14.08605957,6.629577637,119.8865967,123.3744965,7.0,185.42,193.04,205.0,1,0
158.0,9,81.02734375,65.9453125,103.640625,78.96484375,56.41015625,6.0234375,4.6015625,58.3828125,4.0,193.04,231.0,141.1118164,80.06396484,247.4355469,90.85888672,7.717773438,12.53125,62.37939453,58.22119141,9.0,185.42,195.58,240.0,1,0
159.0,3,44.0,51.0,89.0,74.0,47.0,3.0,3.0,42.0,0.0,170.18,135.0,20.0,25.0,48.5,59.0,5.0,5.0,9.0,5.5,1.0,167.64,162.56,145.0,1,0
160.0,3,41.0,36.0,39.25,64.0,31.375,6.5,4.0,22.328125,0.0,175.26,135.0,80.875,91.5,86.0,104.0625,5.625,9.5625,75.375,75.1875,1.0,175.26,167.64,135.0,0,0
161.0,5,99.73681641,129.0792236,102.7606201,136.1013184,103.3330078,12.92736816,8.449584961,118.6533203,5.0,180.34,145.0,105.203125,99.875,145.9140625,142.0625,15.171875,20.3125,97.3671875,81.203125,2.0,177.8,182.88,155.0,1,0
162.0,8,89.56640625,70.44824219,126.4492188,80.47949219,59.73144531,7.9609375,4.17578125,57.20410156,2.0,190.5,205.0,54.20861816,88.12756348,76.53637695,95.3572998,4.372558594,8.209472656,43.7244873,74.59765625,4.0,187.96,193.04,205.0,1,0
163.0,5,59.0,52.0,69.75,57.25,33.25,11.5,8.25,39.0,1.0,172.72,155.0,93.671875,71.3359375,144.6914063,87.21484375,21.0859375,15.421875,70.26953125,58.68359375,0.0,175.26,177.8,170.0,1,0
164.0,5,119.5,85.0,138.5,98.0,72.75,8.75,6.5,50.0,1.0,187.96,170.0,66.828125,38.203125,93.359375,53.75,3.03125,3.296875,25.71875,35.734375,1.0,175.26,180.34,155.0,1,0
165.0,5,70.25,60.25,111.28125,99.84375,45.90625,11.96875,11.0625,28.1875,1.0,170.18,155.0,54.0,89.0,125.0,148.0,4.0,4.0,43.0,61.0,0.0,167.64,180.34,155.0,1,0
166.0,3,12.0,36.0,104.0,109.0,23.0,9.0,6.0,17.0,0.0,170.18,135.0,128.015625,84.73205566,228.8125,134.0,5.75,15.0,116.5,71.42626953,0.0,165.1,162.56,125.0,1,0
167.0,5,97.5,53.5,121.0,60.5,42.5,7.5,3.5,48.5,0.0,170.18,155.0,158.28125,221.71875,160.65625,223.34375,25.65625,23.875,153.78125,217.96875,1.0,172.72,172.72,155.0,1,0
168.0,3,39.5,38.75,125.75,53.125,31.625,2.75,2.25,31.375,0.0,167.64,125.0,108.125,93.875,115.625,96.375,10.875,8.75,94.75,92.375,1.0,165.1,167.64,135.0,1,0
169.0,6,23.0,42.9375,51.0625,94.3125,31.3125,5.75,5.25,16.5625,0.0,175.26,155.0,34.40625,62.125,50.59375,149.75,9.59375,11.0,14.65625,17.84375,2.0,187.96,195.58,170.0,1,0
170.0,7,109.234375,54.953125,241.546875,72.5625,50.78125,3.640625,2.640625,48.875,0.0,185.42,205.0,83.45507813,47.57324219,86.91992188,50.32226563,7.623046875,2.828125,70.984375,43.87402344,7.0,187.96,195.58,185.0,1,0
171.0,5,125.25,100.75,128.25,104.5,76.0,14.5,5.75,92.25,0.0,190.5,155.0,74.0,22.5,118.0,30.5,4.5,1.5,40.5,19.5,0.0,180.34,185.42,170.0,1,0
172.0,6,46.5,64.0,83.75,127.5,44.25,10.25,8.5,38.5,1.0,177.8,170.0,161.2392578,133.8187256,204.7910156,162.5766602,25.04394531,26.52026367,127.5112305,107.616333,1.0,180.34,172.72,170.0,1,0
173.0,8,58.125,38.21875,60.875,45.40625,30.15625,4.0625,3.125,34.34375,3.0,193.04,205.0,120.492487,128.9846153,152.001976,132.2446747,26.89217186,17.97950077,94.57526875,120.5771599,5.0,193.04,213.36,205.0,1,0
174.0,3,111.71875,114.59375,123.296875,156.03125,96.921875,13.5,9.34375,88.140625,0.0,167.64,135.0,57.125,70.375,65.875,76.5,14.75,6.5,51.25,63.75,0.0,172.72,175.26,135.0,1,0
175.0,5,59.625,41.125,91.140625,71.921875,33.453125,6.484375,6.03125,17.09375,1.0,170.18,155.0,73.81445313,68.40234375,126.2890625,110.8847656,15.58984375,12.01171875,41.69726563,44.22851563,2.0,170.18,172.72,155.0,1,0
176.0,3,88.3125,115.140625,90.796875,132.328125,69.109375,31.8125,18.578125,95.140625,1.0,172.72,135.0,114.5,137.0,117.75,143.375,10.5,22.125,109.875,123.375,1.0,170.18,172.72,145.0,1,0
177.0,4,67.5,57.6105957,94.53125,57.35763073,50.78125,4.5,4.0,44.0,0.0,167.64,145.0,51.28027344,67.8203125,55.57910156,72.38476563,4.77734375,5.979492188,45.70996094,60.59375,3.0,172.72,170.18,145.0,1,0
178.0,8,62.96679688,77.8203125,66.16308594,83.04394531,57.76367188,13.96289063,7.229492188,72.72265625,3.0,177.8,205.0,103.84375,104.125,118.34375,113.21875,8.71875,19.78125,85.28125,95.0,2.0,187.96,190.5,205.0,1,0
179.0,9,46.81778526,42.08317757,48.44191933,43.05742836,34.40143967,3.834583282,2.599674225,35.95291519,10.0,193.04,238.0,40.63476563,12.47851563,75.62109375,16.39257813,2.0,1.1484375,13.93945313,10.53710938,3.0,193.04,203.2,265.0,1,0
180.0,5,88.1328125,77.984375,113.140625,129.4609375,61.7890625,12.015625,8.8125,47.5390625,0.0,180.34,170.0,64.078125,63.3671875,83.8359375,89.0,5.8203125,2.84375,43.9921875,52.8359375,1.0,172.72,177.8,155.0,1,0
181.0,3,136.0,125.0,147.0,128.0,110.5,9.0,3.0,114.5,1.0,170.18,135.0,173.25,164.0,175.875,169.1875,20.75,25.5625,166.9375,155.1875,1.0,170.18,172.72,145.0,1,0
182.0,3,94.75,61.75,112.625,128.5,44.25,16.0,12.33398438,49.0,0.0,170.18,135.0,45.75,80.97982788,76.8125,106.0,6.84375,20.0,40.0,51.5,0.0,165.1,167.64,135.0,1,0
183.0,4,168.0,187.0,186.0,190.0,149.0,22.0,11.0,171.0,0.0,170.18,155.0,111.3125,111.03125,163.34375,125.03125,12.28125,12.65625,82.28125,108.0,0.0,170.18,177.8,145.0,1,0
184.0,1,123.0,143.875,142.5,167.125,118.875,21.125,15.0,106.5,0.0,154.94,115.0,116.25,144.75,133.0,155.5,8.25,19.75,106.25,139.0,0.0,162.56,160.02,115.0,0,0
185.0,6,93.25,218.8695068,117.0,232.3482857,221.1955566,9.5,5.5,235.8762207,0.0,182.88,170.0,133.09375,117.40625,141.875,127.84375,26.21875,18.5,103.09375,103.09375,1.0,180.34,193.04,170.0,1,0
186.0,4,67.25,65.75,68.5,78.25,55.0,6.5,3.25,59.25,2.0,170.18,135.0,88.25,117.25,100.0,174.5,12.25,19.25,82.25,102.0,0.0,175.26,165.1,145.0,1,0
187.0,1,188.78125,164.34375,217.09375,173.90625,140.59375,7.875,5.65625,155.96875,0.0,162.56,115.0,231.8125,156.4375,247.96875,161.4375,28.84375,36.78125,202.46875,140.65625,0.0,160.02,162.56,115.0,0,0
188.0,4,136.75,78.25,137.0,80.25,63.5,10.25,2.75,77.0,1.0,180.34,145.0,158.984375,172.734375,181.046875,224.875,11.21875,15.53125,155.359375,119.875,0.0,177.8,172.72,145.0,1,0
189.0,5,72.5,42.0,111.5,102.75,25.0,6.5,7.0,17.09375,0.0,172.72,155.0,56.625,67.5,96.5,129.75,7.75,10.0,28.625,32.75,1.0,175.26,180.34,145.0,1,0
190.0,6,103.921875,119.4375,105.78125,121.453125,102.46875,10.75,6.5625,116.296875,3.0,182.88,170.0,53.375,44.4375,67.75,51.6875,7.4375,7.8125,41.1875,41.0,1.0,185.42,187.96,170.0,1,0
191.0,5,101.8125,58.8125,112.625,112.0,48.125,4.632080078,2.9375,49.5,0.0,185.42,155.0,110.5716791,114.2353144,112.8050919,120.779336,18.5457449,25.5212841,104.7569704,109.5821857,3.0,175.26,177.8,155.0,1,0
192.0,8,90.15234375,93.08789063,110.8105469,121.2636719,78.87109375,10.203125,6.83984375,70.8125,1.0,180.34,185.0,30.93015289,39.68340302,34.23877716,45.17525482,2.957305908,2.863166809,22.79550934,31.52565765,9.0,182.88,187.96,185.0,1,0
193.0,7,66.75,37.25,128.75,62.0,25.75,7.0,5.0,27.0,0.0,185.42,185.0,33.5,27.5,56.0,108.5,8.5,4.0,15.5,15.0,1.0,190.5,190.5,185.0,1,0
194.0,2,131.96875,112.046875,148.71875,143.515625,87.171875,11.4375,7.46875,97.265625,0.0,167.64,125.0,4.0,5.0,4.0,18.0,0.0,0.0,4.0,3.0,0.0,170.18,167.64,125.0,0,0
195.0,7,79.984375,53.9296875,92.0,69.4375,41.2890625,9.4453125,8.0390625,46.71875,3.0,190.5,205.0,83.8125,137.6289063,123.3398438,153.2382813,12.22265625,33.625,69.37890625,122.6367188,6.0,182.88,185.42,185.0,1,0
196.0,5,55.5,14.5,115.0,38.0,11.5,2.5,2.5,9.5,0.0,172.72,145.0,87.5,60.4375,86.0,91.36856842,9.321044922,3.625,52.125,47.5,0.0,180.34,177.8,155.0,1,0
197.0,4,97.53869629,53.25408936,239.2280273,92.33428955,48.32507324,3.873535156,2.725097656,37.60217285,2.0,177.8,145.0,40.5,24.75,87.0,30.125,1.0,0.75,20.875,21.25,1.0,172.72,177.8,145.0,1,0
198.0,7,30.78570557,47.00085449,54.29223633,51.54290771,41.78521729,3.424377441,2.041564941,38.13494873,4.0,182.88,185.0,71.65625,71.03125,116.0,99.875,6.28125,6.46875,39.875,51.09375,2.0,187.96,190.5,170.0,1,0
199.0,5,123.8125,89.1875,149.8125,105.625,69.75,9.375,4.9375,86.0625,0.0,190.5,155.0,90.0859375,91.8125,95.28125,95.40625,11.828125,24.25,81.0625,87.1171875,0.0,177.8,182.88,155.0,1,0
200.0,8,70.0,73.75,99.25,76.0,57.75,10.5,4.75,69.75,1.0,190.5,205.0,88.53125,39.8515625,113.5234375,49.6171875,20.203125,4.125,65.40625,29.7578125,3.0,190.5,195.58,205.0,1,0
201.0,4,72.5,48.0,118.5,117.0,27.5,16.5,9.5,31.5,0.0,180.34,145.0,135.0,198.5,136.0,202.5,9.5,24.0,126.0,190.0,0.0,170.18,177.8,145.0,1,0
202.0,5,103.75,87.875,110.25,97.25,76.25,7.75,4.625,78.0,2.0,180.34,155.0,31.0,25.25,45.63146973,45.5,13.0,3.04296875,19.5,19.75,0.0,175.26,180.34,155.0,1,0
203.0,8,96.0390625,70.82421875,101.078125,75.56640625,56.3515625,8.3828125,7.0,56.54296875,2.0,187.96,185.0,63.125,97.9375,84.25,116.0625,6.9375,9.125,44.0,78.875,3.0,185.42,185.42,205.0,1,0
204.0,7,60.0625,72.609375,65.5,100.0,64.0,7.0,6.75,58.3828125,0.0,182.88,170.0,154.0,123.8847656,146.375,197.331543,7.623046875,6.629577637,123.75,86.41446161,0.0,185.42,198.12,185.0,1,0
205.0,0,17.0,9.0,17.0,11.0,8.0,1.0,1.0,8.0,1.0,175.26,145.0,91.09857178,74.0964489,102.0874348,76.48644829,6.569885254,9.419315338,80.74944878,58.89771271,1.0,177.8,177.8,155.0,1,0
206.0,4,22.0,23.0,23.0,23.0,21.0,2.0,1.0,17.0,0.0,175.26,145.0,43.578125,40.875,57.0546875,58.125,4.5859375,3.625,34.7890625,27.6484375,1.0,180.34,177.8,145.0,1,0
207.0,8,21.125,23.3125,26.1875,30.5625,19.875,2.875,2.3125,13.625,1.0,190.5,205.0,70.09223175,82.87262726,75.27594757,91.36856842,7.543029785,3.314788818,65.94329834,77.18724823,7.0,185.42,193.04,205.0,1,0
208.0,8,20.0,6.0,21.0,6.0,6.0,0.0,0.0,6.0,1.0,187.96,205.0,43.625,42.25,45.875,56.5,5.625,6.0,30.5,27.375,1.0,185.42,200.66,205.0,1,0
209.0,6,81.25,52.0,101.375,64.25,35.25786209,20.0,15.53613281,38.875,0.0,175.26,170.0,118.8554688,94.87109375,142.8945313,112.3242188,4.62109375,9.03515625,78.76953125,67.33203125,1.0,177.8,182.88,170.0,1,0
210.0,4,72.5,61.9375,122.0,153.0,61.7890625,8.0,8.5,58.3828125,0.0,170.18,145.0,38.58441162,75.42437744,46.48999023,96.00262451,3.203491211,9.93371582,32.34729004,57.887146,1.0,170.18,177.8,145.0,1,0
211.0,5,78.0,121.0,79.0,182.0,102.0,7.0,5.0,65.0,0.0,177.8,155.0,36.125,24.6875,60.0,46.6875,4.1875,1.375,21.3125,15.625,1.0,182.88,180.34,170.0,1,0
212.0,5,43.984375,72.875,111.515625,115.625,55.0390625,12.9296875,10.609375,31.859375,0.0,172.72,145.0,208.5,134.109375,219.265625,146.984375,9.5,9.03125,203.484375,127.0625,1.0,177.8,177.8,155.0,1,0
213.0,9,94.09375,61.546875,103.109375,61.609375,39.734375,9.375,5.875,60.90625,3.0,195.58,265.0,123.2026367,163.6030273,198.6674805,181.3710938,14.44824219,11.91601563,103.9912109,151.7734375,2.0,190.5,198.12,249.0,1,0
214.0,6,32.75,16.125,40.5,20.625,14.625,1.375,0.625,13.375,2.0,175.26,170.0,37.78125,40.0625,49.703125,61.59375,8.59375,6.28125,25.109375,27.53125,3.0,182.88,190.5,170.0,1,0
215.0,2,29.0,9.0,32.0,9.0,8.0,0.0,0.0,9.0,0.0,167.64,125.0,98.5,60.0,133.5,69.0,12.0,10.5,59.5,54.0,1.0,165.1,167.64,125.0,1,0
216.0,5,126.375,107.875,169.375,125.125,101.375,4.75,4.75,97.875,0.0,170.18,155.0,89.25,32.0,154.3125,51.5625,8.875,3.75,33.0625,23.5,3.0,175.26,177.8,155.0,1,0
217.0,7,74.265625,70.09375,89.9453125,76.5859375,62.109375,5.140625,4.3125,63.0703125,1.0,182.88,185.0,100.296875,58.078125,135.4375,63.234375,25.125,9.109375,82.65625,43.046875,2.0,185.42,190.5,185.0,1,0
218.0,7,91.91992188,121.3984375,127.2753906,146.2011719,89.39648438,19.45605469,14.49414063,91.29589844,0.0,190.5,185.0,169.0,113.0,171.0,114.0,32.0,4.0,160.0,104.0,0.0,187.96,190.5,185.0,1,0
219.0,6,16.0,28.5,20.5,70.0,26.5,1.0,1.0,11.5,0.0,180.34,170.0,47.75,31.25,69.75,38.5,8.25,4.5,32.0,24.0,0.0,180.34,190.5,170.0,1,0
220.0,6,56.25,29.5,80.0,35.0,24.0,2.75,1.0625,23.5,3.0,187.96,170.0,225.7177734,107.2529297,321.6289063,123.9814453,30.625,9.12109375,181.8398438,83.02832031,4.0,185.42,193.04,185.0,1,0
221.0,5,111.0,115.0,129.0,117.0,85.0,26.0,19.0,102.0,0.0,172.72,155.0,170.0,68.0,186.0,70.0,35.0,6.0,125.0,68.0,0.0,187.96,190.5,170.0,1,0
222.0,6,169.2433624,218.8695068,183.1844711,226.4912567,184.3762589,24.04768372,15.49037933,208.3553238,6.0,175.26,170.0,42.375,42.375,47.0,44.0,4.5,8.25,31.625,38.125,2.0,182.88,185.42,170.0,1,0
223.0,7,23.0,83.875,36.5,133.75,54.5,25.625,25.125,47.125,0.0,187.96,185.0,118.25,178.375,122.5,193.625,19.625,24.25,115.0,162.125,0.0,187.96,190.5,185.0,1,0
224.0,8,78.703125,70.921875,106.4375,81.84375,61.640625,4.859375,3.328125,67.203125,1.0,182.88,205.0,51.625,26.75,67.5,32.0,6.375,2.5625,22.8125,19.75,1.0,193.04,213.36,205.0,1,0
225.0,7,210.0,171.5,233.5,182.0,160.5,10.5,10.0,137.0,0.0,167.64,185.0,112.4609375,104.9609375,128.7421875,119.6367188,8.44921875,12.48046875,107.203125,93.32421875,1.0,185.42,195.58,185.0,1,0
226.0,9,12.86965942,11.0743103,13.93783569,11.64949036,9.694229126,0.992965698,0.836547852,9.276367188,7.0,187.96,242.0,130.1875,112.25,149.0625,115.75,7.3125,6.5,110.3125,107.6875,2.0,193.04,203.2,240.0,1,0
227.0,7,38.67578125,49.80078125,68.57617188,59.70898438,29.47851563,8.6953125,3.61328125,44.375,0.0,185.42,185.0,121.1875,52.3125,160.75,66.9375,44.5,12.4375,104.625,36.1875,2.0,185.42,190.5,185.0,1,0
228.0,2,100.625,112.65625,123.75,172.34375,92.0625,10.875,5.0,97.46875,0.0,167.64,125.0,119.0,116.0,155.5,126.5,30.0,17.0,79.0,110.0,0.0,162.56,162.56,135.0,1,0
229.0,4,51.25,38.25,75.5,102.75,28.75,8.5,8.0,23.0,0.0,170.18,145.0,153.0,122.0,185.0,144.0,12.0,11.0,140.0,110.0,0.0,175.26,177.8,145.0,1,0
230.0,5,60.0,81.875,106.0,112.5,74.75,6.0,5.0,70.1875,0.0,177.8,155.0,22.5625,12.12109375,39.30859375,21.55078125,2.90625,1.1953125,14.38671875,9.23046875,0.0,175.26,180.34,155.0,1,0
231.0,5,73.5,76.25,88.5,104.25,47.0,16.5,10.5,54.5,0.0,187.96,155.0,27.34375,44.546875,30.5,67.828125,5.625,5.84375,18.796875,31.953125,1.0,190.5,187.96,155.0,1,0
232.0,9,151.0,108.0,151.0,108.0,83.0,16.0,6.0,108.0,0.0,187.96,255.0,95.0,81.0,100.5,87.5,22.5,6.0,73.5,77.5,0.0,193.04,205.74,245.0,1,0
233.0,5,98.75,83.3125,116.6875,88.140625,63.265625,10.59375,5.5625,74.71875,1.0,175.26,155.0,124.0,91.109375,138.328125,103.875,21.359375,8.1875,116.046875,81.078125,2.0,177.8,185.42,155.0,1,0
234.0,2,85.0,109.0,189.0,116.0,59.0,15.0,9.0,98.0,0.0,170.18,125.0,27.34375,59.1733017,54.515625,78.16064453,1.0,31.89257813,20.0,17.0,0.0,170.18,172.72,125.0,1,0
235.0,7,26.5,22.75,28.0,26.0,20.5,1.5,1.0,15.0,1.0,187.96,185.0,137.1998138,151.281311,147.4354858,162.5162354,9.72454834,18.62602234,123.3509369,132.7210236,2.0,185.42,187.96,185.0,1,0
236.0,5,58.0,65.0,58.0,74.0,55.0,9.0,8.0,57.0,0.0,182.88,155.0,64.4140625,49.2890625,79.7734375,62.9453125,10.0,5.8515625,47.5859375,34.765625,2.0,182.88,180.34,155.0,1,0
237.0,7,33.078125,23.734375,51.453125,34.9375,21.5,1.453125,0.671875,13.921875,3.0,190.5,185.0,22.3125,46.15625,50.578125,97.90625,1.5,3.71875,8.828125,10.703125,2.0,190.5,203.2,185.0,1,0
