id,weight_class,B_avg_SIG_STR_att,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_avg_HEAD_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_DISTANCE_att,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_total_time_fought(seconds),B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_opp_TOTAL_STR_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
121.0,6,149.0,126.0,47.0,165.0,80.0,129.0,50.0,106.0,74.0,19.0,8.0,144.0,120.0,42.0,900.0,0.0,180.34,170.0,116.8125,1.0,182.88,182.88,170.0,1,0
122.0,7,29.625,33.3125,17.96875,56.15625,43.09375,50.8125,34.34375,17.90625,27.875,3.4375,2.875,9.65625,12.40625,4.78125,523.8125,2.0,190.5,185.0,34.5,0.0,185.42,182.88,170.0,1,0
123.0,6,26.5,52.0,30.0,36.0,16.0,120.0,97.0,25.5,36.0,11.5,9.5,24.5,26.0,10.5,545.5,0.0,185.42,170.0,132.25,1.0,187.96,187.96,170.0,1,0
124.0,7,81.25,61.515625,29.328125,92.359375,53.03125,70.953125,37.078125,60.03125,37.984375,15.5,9.6875,53.515625,54.546875,23.78125,800.453125,5.0,182.88,185.0,147.1894531,4.0,187.96,198.12,185.0,1,0
125.0,3,79.0,29.80114746,22.61621094,90.5,58.44793701,38.0,25.5,64.75,19.0,6.7734375,7.0,31.5,44.0,10.0,537.0,0.0,165.1,135.0,72.0,0.0,172.72,172.72,135.0,1,0
126.0,6,8.0,5.0,1.0,23.0,19.0,23.0,12.0,8.0,5.0,0.0,0.0,4.0,3.0,0.0,282.0,0.0,177.8,170.0,73.5,0.0,182.88,190.5,170.0,1,0
127.0,3,79.6875,87.125,33.90625,112.65625,76.140625,112.828125,55.296875,57.640625,63.78125,14.828125,8.265625,47.765625,70.1875,22.484375,843.46875,0.0,170.18,135.0,103.9921875,0.0,167.64,167.64,135.0,0,0
128.0,5,86.125,121.875,47.0,91.625,39.0,128.375,53.0,50.75,81.0,24.5,13.25,82.125,111.875,40.625,692.875,1.0,172.72,155.0,157.4301758,1.0,175.26,177.8,155.0,1,0
129.0,7,66.21289063,26.99902344,10.59765625,74.92382813,40.84179688,27.671875,11.25878906,55.36328125,16.42578125,2.908203125,1.325195313,36.703125,25.359375,9.467773438,375.4707031,4.0,187.96,185.0,99.09472656,4.0,187.96,198.12,185.0,1,0
130.0,5,88.96875,61.859375,25.5859375,154.5,69.5,112.0,72.0,59.75,42.5625,7.5625,6.0,66.0,41.0,19.0390625,877.3125,0.0,172.72,155.0,119.0,0.0,167.64,172.72,135.0,1,0
131.0,5,87.0,105.0,33.0,100.0,63.0,134.0,56.0,46.0,89.0,14.0,14.0,86.0,99.0,30.0,900.0,0.0,175.26,155.0,153.640625,1.0,175.26,177.8,155.0,1,0
132.0,5,43.5,27.5,12.875,84.5625,61.375,62.6875,44.5,32.75,22.8125,2.9375,1.125,14.3125,13.375,5.625,776.875,1.0,170.18,155.0,58.6875,4.0,175.26,177.8,155.0,1,0
133.0,7,98.0,130.0,74.0,117.0,60.0,145.0,85.0,82.0,82.0,29.0,25.0,92.0,107.0,58.0,900.0,0.0,177.8,185.0,107.78125,0.0,177.8,185.42,185.0,1,0
134.0,6,42.0,43.0,21.0,42.0,26.0,52.0,28.0,23.0,25.0,13.0,9.0,16.0,26.0,10.0,298.0,1.0,190.5,185.0,108.0625,0.0,185.42,190.5,170.0,1,0
135.0,1,131.90625,112.015625,38.90625,177.5625,110.125,121.78125,47.90625,103.515625,86.890625,20.890625,16.296875,102.453125,94.453125,25.90625,763.25,0.0,154.94,115.0,172.3466797,1.0,154.94,157.48,115.0,0,0
136.0,3,25.23828125,116.0,49.0,63.0,31.4375,132.0,81.0,25.5,87.171875,2.0,1.5,72.0,102.0,43.453125,620.5703125,0.0,167.64,125.0,113.75,0.0,170.18,167.64,135.0,0,0
137.0,6,54.3125,53.875,20.125,63.6875,32.25,109.875,70.375,37.125,37.75,8.0,3.625,42.6875,47.25,14.5625,731.75,0.0,180.34,170.0,146.7324219,2.0,170.18,182.88,170.0,1,0
138.0,4,49.62792969,48.375,22.61621094,68.87304688,40.75292969,68.21386719,40.06445313,34.30175781,38.35546875,8.669921875,6.161132813,30.02050781,36.01269531,15.06933594,618.5546875,0.0,177.8,155.0,167.1663132,4.0,175.26,180.34,145.0,1,0
139.0,3,43.0,69.0,36.5,88.0,66.5,82.5,50.0,28.5,56.5,10.0,8.0,26.5,41.5,19.0,584.5,0.0,167.64,125.0,33.5,0.0,167.64,170.18,125.0,1,0
140.0,7,71.98912573,59.94407725,26.5576117,74.51534319,40.56523323,70.63789964,35.48561239,37.55264282,44.68561792,9.758522987,8.038702011,62.14779496,47.51205778,16.87990189,943.8770294,6.0,185.42,185.0,95.85293168,11.0,182.88,187.96,185.0,1,0
141.0,8,61.71875,96.078125,56.96875,66.5,28.890625,119.4375,78.171875,54.71875,67.859375,14.875,13.078125,54.125,54.421875,26.203125,549.375,3.0,193.04,205.0,119.0278287,6.0,182.88,190.5,205.0,1,0
142.0,7,52.0,30.5,16.5,82.0,67.5,63.5,47.5,35.0,19.0,3.0,2.0,18.0,21.0,8.5,651.0,0.0,190.5,205.0,81.0,1.0,182.88,190.5,185.0,1,0
143.0,7,11.5,13.5,5.5,41.5,35.0,62.0,52.5,11.5,11.5,1.5,1.5,0.5,7.5,1.0,477.5,0.0,182.88,205.0,22.0,2.0,182.88,185.42,170.0,1,0
144.0,6,82.8125,88.4375,21.5625,141.125,89.4375,114.1875,46.0,70.125,71.75,12.25,5.8125,58.0625,78.4375,17.9375,768.8125,0.0,182.88,170.0,35.97265625,0.0,182.88,187.96,170.0,1,0
145.0,9,32.875,25.25,13.125,39.5,20.0,27.875,15.5,26.875,13.125,3.75,2.25,18.5,17.25,6.375,294.75,2.0,193.04,231.0,98.5625,3.0,182.88,185.42,263.0,1,0
146.0,8,38.80322266,88.0,46.0,48.0,21.62378216,91.0,72.625,18.5,66.45068359,16.0,12.1875,35.0,82.6875,17.0,466.6875,0.0,193.04,205.0,166.5007248,0.0,182.88,193.04,205.0,1,0
147.0,9,43.75,66.22753906,31.8125,48.75,22.5,74.0,35.57421875,34.1875,50.375,10.0,6.5,34.4375,47.51205778,16.0,746.0,0.0,182.88,265.0,12.75,2.0,195.58,203.2,265.0,1,0
148.0,7,59.0,27.5,13.0,141.0,116.0,58.75,47.5,49.0,16.0,2.75,2.5,14.3125,20.203125,12.19799805,651.0,0.0,190.5,170.0,129.2928772,0.0,185.42,187.96,185.0,1,0
149.0,2,130.4677734,93.36230469,40.7109375,158.3935547,84.33398438,117.1269531,62.12011719,74.42675781,65.82421875,17.63085938,12.33398438,121.9296875,88.59863281,36.81640625,559.4746094,1.0,167.64,125.0,206.6955566,0.0,167.64,167.64,125.0,0,0
150.0,7,23.0,64.0,25.0,35.72317505,24.625,72.13476563,41.0,25.5,55.0,1.0,1.625,13.0,60.75,16.8125,657.0625,0.0,185.42,205.0,143.352354,0.0,198.12,200.66,185.0,1,0
151.0,5,98.0625,80.5,26.125,110.5,40.1875,102.4375,46.5625,82.4375,56.5625,11.125,6.0,75.1875,72.5625,21.5625,757.125,1.0,175.26,155.0,66.40625,0.0,175.26,180.34,155.0,1,0
152.0,4,42.0,38.0,28.0,61.0,44.0,113.0,97.0,41.0,35.0,2.0,2.0,20.0,12.0,6.0,900.0,0.0,177.8,145.0,87.0,0.0,175.26,180.34,145.0,1,0
153.0,6,19.265625,36.0,21.3125,33.0,10.0,43.05742836,16.0,24.125,23.0,9.0,7.0,19.0,28.5,7.2578125,193.3125,0.0,177.8,170.0,95.0,0.0,185.42,187.96,170.0,1,0
154.0,8,119.6484375,136.828125,64.35546875,124.6132813,54.296875,138.7460938,65.734375,107.0214844,114.8261719,14.43164063,10.8046875,111.4902344,132.265625,62.22851563,607.6542969,4.0,190.5,230.0,92.75,2.0,187.96,193.04,205.0,1,0
155.0,4,100.5,79.5,29.3125,122.4492188,46.04345703,85.70532227,36.0,82.0,63.5,6.313084126,3.0,93.5,49.0,18.4375,900.0,0.0,182.88,145.0,97.91763306,4.0,172.72,180.34,145.0,1,0
156.0,6,63.5,59.5,28.5,78.5,42.5,70.5,38.0,50.0,41.0,6.0,4.0,44.0,41.0,17.0,675.5,0.0,190.5,170.0,102.0,0.0,182.88,185.42,170.0,1,0
157.0,8,35.359375,51.0390625,28.984375,37.75,17.4453125,63.21875,40.0859375,30.859375,36.9296875,7.4375,6.5390625,29.0625,28.7109375,13.1015625,301.1875,4.0,193.04,205.0,151.7371368,7.0,185.42,193.04,205.0,1,0
158.0,9,81.02734375,65.9453125,23.16015625,103.640625,70.625,78.96484375,34.890625,60.21484375,56.41015625,6.0234375,4.6015625,68.796875,58.3828125,16.29296875,702.7109375,4.0,193.04,231.0,90.85888672,9.0,185.42,195.58,240.0,1,0
159.0,3,44.0,51.0,16.0,89.0,57.0,74.0,37.0,31.0,47.0,3.0,3.0,42.0,42.0,12.0,873.0,0.0,170.18,135.0,59.0,1.0,167.64,162.56,145.0,1,0
160.0,3,41.0,36.0,23.0,39.25,15.5,64.0,30.41796875,34.1875,31.375,6.5,4.0,37.01271534,22.328125,8.5,401.0,0.0,175.26,135.0,104.0625,1.0,175.26,167.64,135.0,0,0
161.0,5,99.73681641,129.0792236,51.19384766,102.7606201,47.14233398,136.1013184,56.68334961,62.08728027,103.3330078,12.92736816,8.449584961,96.66748047,118.6533203,42.15185547,649.4841309,5.0,180.34,145.0,142.0625,2.0,177.8,182.88,155.0,1,0
162.0,8,89.56640625,70.44824219,24.99414063,126.4492188,77.37988281,80.47949219,34.43164063,78.03222656,59.73144531,7.9609375,4.17578125,59.97167969,57.20410156,15.9921875,728.2236328,2.0,190.5,205.0,95.3572998,4.0,187.96,193.04,205.0,1,0
163.0,5,59.0,52.0,20.0,69.75,30.75,57.25,24.75,50.75,33.25,11.5,8.25,51.25,39.0,12.0,521.75,1.0,172.72,155.0,87.21484375,0.0,175.26,177.8,170.0,1,0
164.0,5,119.5,85.0,33.25,138.5,66.0,98.0,44.25,100.25,72.75,8.75,6.5,77.25,50.0,18.25,691.5,1.0,187.96,170.0,53.75,1.0,175.26,180.34,155.0,1,0
165.0,5,70.25,60.25,39.9375,111.28125,83.1875,99.84375,77.75,37.875,45.90625,11.96875,11.0625,37.15625,28.1875,14.8125,1138.4375,1.0,170.18,155.0,148.0,0.0,167.64,180.34,155.0,1,0
166.0,3,12.0,36.0,25.0,104.0,84.0,109.0,89.0,11.0,23.0,9.0,6.0,2.0,17.0,8.0,900.0,0.0,170.18,135.0,134.0,0.0,165.1,162.56,125.0,1,0
167.0,5,97.5,53.5,14.5,121.0,58.0,60.5,20.5,80.5,42.5,7.5,3.5,60.0,48.5,12.0,845.0,0.0,170.18,155.0,223.34375,1.0,172.72,172.72,155.0,1,0
168.0,3,39.5,38.75,11.875,125.75,103.625,53.125,22.25,24.125,31.625,2.75,2.25,25.375,31.375,7.5,634.375,0.0,167.64,125.0,96.375,1.0,165.1,167.64,135.0,1,0
169.0,6,23.0,42.9375,24.0,51.0625,32.5,94.3125,68.5625,15.125,31.3125,5.75,5.25,13.0,16.5625,7.1875,799.375,0.0,175.26,155.0,149.75,2.0,187.96,195.58,170.0,1,0
170.0,7,109.234375,54.953125,13.625,241.546875,164.390625,72.5625,30.96875,83.703125,50.78125,3.640625,2.640625,70.140625,48.875,10.484375,829.09375,0.0,185.42,205.0,50.32226563,7.0,187.96,195.58,185.0,1,0
171.0,5,125.25,100.75,35.25,128.25,42.25,104.5,38.5,105.25,76.0,14.5,5.75,121.5,92.25,30.75,689.5,0.0,190.5,155.0,30.5,0.0,180.34,185.42,170.0,1,0
172.0,6,46.5,64.0,33.25,83.75,56.5,127.5,90.0,31.25,44.25,10.25,8.5,41.25,38.5,20.25,650.25,1.0,177.8,170.0,162.5766602,1.0,180.34,172.72,170.0,1,0
173.0,8,58.125,38.21875,15.53125,60.875,31.4375,45.40625,22.65625,39.375,30.15625,4.0625,3.125,48.65625,34.34375,13.09375,407.6875,3.0,193.04,205.0,132.2446747,5.0,193.04,213.36,205.0,1,0
174.0,3,111.71875,114.59375,46.53125,123.296875,63.171875,156.03125,85.1875,70.84375,96.921875,13.5,9.34375,77.328125,88.140625,28.546875,876.75,0.0,167.64,135.0,76.5,0.0,172.72,175.26,135.0,1,0
175.0,5,59.625,41.125,26.46875,91.140625,67.59375,71.921875,56.375,30.4375,33.453125,6.484375,6.03125,20.578125,17.09375,8.90625,802.21875,1.0,170.18,155.0,110.8847656,2.0,170.18,172.72,155.0,1,0
176.0,3,88.3125,115.140625,52.703125,90.796875,39.875,132.328125,67.890625,54.25,69.109375,31.8125,18.578125,79.640625,95.140625,38.140625,693.484375,1.0,172.72,135.0,143.375,1.0,170.18,172.72,145.0,1,0
177.0,4,67.5,57.6105957,16.78185177,94.53125,49.6875,57.35763073,14.65625,43.0,50.78125,4.5,4.0,37.47533417,44.0,9.25,404.0,0.0,167.64,145.0,72.38476563,3.0,172.72,170.18,145.0,1,0
178.0,8,62.96679688,77.8203125,27.31835938,66.16308594,33.08496094,83.04394531,31.85449219,51.34863281,57.76367188,13.96289063,7.229492188,47.19238281,72.72265625,24.91308594,676.921875,3.0,177.8,205.0,113.21875,2.0,187.96,190.5,205.0,1,0
179.0,9,46.81778526,42.08317757,14.38123703,48.44191933,24.55651283,43.05742836,14.79591751,32.24071312,34.40143967,3.834583282,2.599674225,38.14047813,35.95291519,10.83419228,332.788168,10.0,193.04,238.0,16.39257813,3.0,193.04,203.2,265.0,1,0
180.0,5,88.1328125,77.984375,35.359375,113.140625,66.0,129.4609375,79.640625,71.78125,61.7890625,12.015625,8.8125,36.3515625,47.5390625,15.59375,684.3359375,0.0,180.34,170.0,89.0,1.0,172.72,177.8,155.0,1,0
181.0,3,136.0,125.0,34.5,147.0,72.0,128.0,37.0,124.0,110.5,9.0,3.0,113.0,114.5,28.0,554.0,1.0,170.18,135.0,169.1875,1.0,170.18,172.72,145.0,1,0
182.0,3,94.75,61.75,29.0,112.625,60.125,128.5,48.203125,48.75,44.25,16.0,12.33398438,55.21875,49.0,13.0,900.0,0.0,170.18,135.0,106.0,0.0,165.1,167.64,135.0,1,0
183.0,4,168.0,187.0,74.0,186.0,103.0,190.0,77.0,124.0,149.0,22.0,11.0,134.0,171.0,63.0,900.0,0.0,170.18,155.0,125.03125,0.0,170.18,177.8,145.0,1,0
184.0,1,123.0,143.875,63.875,142.5,71.875,167.125,82.625,78.625,118.875,21.125,15.0,109.125,106.5,38.625,673.125,0.0,154.94,115.0,155.5,0.0,162.56,160.02,115.0,0,0
185.0,6,93.25,218.8695068,92.25,117.0,87.0,232.3482857,101.5,84.0,221.1955566,9.5,5.5,75.67095566,235.8762207,52.5,897.421875,0.0,182.88,170.0,127.84375,1.0,180.34,193.04,170.0,1,0
186.0,4,67.25,65.75,22.0,68.5,36.5,78.25,33.5,52.5,55.0,6.5,3.25,57.75,59.25,18.25,384.5,2.0,170.18,135.0,174.5,0.0,175.26,165.1,145.0,1,0
187.0,1,188.78125,164.34375,68.03125,217.09375,85.8125,173.90625,76.375,156.84375,140.59375,7.875,5.65625,177.8125,155.96875,62.34375,838.21875,0.0,162.56,115.0,161.4375,0.0,160.02,162.56,115.0,0,0
188.0,4,136.75,78.25,25.5,137.0,47.0,80.25,26.5,117.5,63.5,10.25,2.75,123.25,77.0,24.5,570.25,1.0,180.34,145.0,224.875,0.0,177.8,172.72,145.0,1,0
189.0,5,72.5,42.0,21.0,111.5,46.04345703,102.75,51.80054283,37.55264282,25.0,6.5,7.0,52.8046875,17.09375,8.0,523.8125,0.0,172.72,155.0,129.75,1.0,175.26,180.34,145.0,1,0
190.0,6,103.921875,119.4375,34.671875,105.78125,50.46875,121.453125,36.203125,93.171875,102.46875,10.75,6.5625,97.5625,116.296875,32.71875,620.75,3.0,182.88,170.0,51.6875,1.0,185.42,187.96,170.0,1,0
191.0,5,101.8125,58.8125,37.08398438,112.625,75.0,112.0,56.5,92.59375,48.125,4.632080078,2.9375,75.34375,49.5,16.0,895.2507935,0.0,185.42,155.0,120.779336,3.0,175.26,177.8,155.0,1,0
192.0,8,90.15234375,93.08789063,42.03125,110.8105469,59.05078125,121.2636719,68.61523438,68.68554688,78.87109375,10.203125,6.83984375,65.3125,70.8125,29.9921875,949.9375,1.0,180.34,185.0,45.17525482,9.0,182.88,187.96,185.0,1,0
193.0,7,66.75,37.25,14.75,128.75,102.75,62.0,35.25,40.25,25.75,7.0,5.0,32.0,27.0,6.25,824.75,0.0,185.42,185.0,108.5,1.0,190.5,190.5,185.0,1,0
194.0,2,131.96875,112.046875,40.9375,148.71875,56.09375,143.515625,70.953125,108.078125,87.171875,11.4375,7.46875,123.40625,97.265625,28.765625,884.0625,0.0,167.64,125.0,18.0,0.0,170.18,167.64,125.0,0,0
195.0,7,79.984375,53.9296875,25.1796875,92.0,61.71875,69.4375,40.3125,59.2421875,41.2890625,9.4453125,8.0390625,38.09375,46.71875,19.0390625,506.7109375,3.0,190.5,205.0,153.2382813,6.0,182.88,185.42,185.0,1,0
196.0,5,55.5,14.5,7.5,115.0,88.5,38.0,29.5,49.0,11.5,2.5,2.5,8.5,9.5,3.0,594.0,0.0,172.72,145.0,91.36856842,0.0,180.34,177.8,155.0,1,0
197.0,4,97.53869629,53.25408936,23.25915527,239.2280273,175.6602783,92.33428955,53.30895996,83.85754395,48.32507324,3.873535156,2.725097656,46.28515625,37.60217285,11.76379395,895.2507935,2.0,177.8,145.0,30.125,1.0,172.72,177.8,145.0,1,0
198.0,7,30.78570557,47.00085449,17.30944824,54.29223633,33.14648438,51.54290771,21.71612549,20.79992676,41.78521729,3.424377441,2.041564941,15.76708984,38.13494873,11.46624756,414.5289917,4.0,182.88,185.0,99.875,2.0,187.96,190.5,170.0,1,0
199.0,5,123.8125,89.1875,29.3125,149.8125,85.3125,105.625,44.125,109.0625,69.75,9.375,4.9375,121.875,86.0625,27.6875,695.625,0.0,190.5,155.0,95.40625,0.0,177.8,182.88,155.0,1,0
200.0,8,70.0,73.75,17.5,99.25,59.5,76.0,19.0,57.25,57.75,10.5,4.75,53.25,69.75,15.0,509.25,1.0,190.5,205.0,49.6171875,3.0,190.5,195.58,205.0,1,0
201.0,4,72.5,48.0,23.0,118.5,74.0,117.0,89.0,61.0,27.5,16.5,9.5,40.0,31.5,12.0,900.0,0.0,180.34,145.0,202.5,0.0,170.18,177.8,145.0,1,0
202.0,5,103.75,87.875,29.625,110.25,45.0,97.25,38.0,76.75,76.25,7.75,4.625,92.5,78.0,22.875,421.25,2.0,180.34,155.0,45.5,0.0,175.26,180.34,155.0,1,0
203.0,8,96.0390625,70.82421875,33.36328125,101.078125,43.94921875,75.56640625,38.09765625,79.70703125,56.3515625,8.3828125,7.0,69.53125,56.54296875,24.0859375,609.875,2.0,187.96,185.0,116.0625,3.0,185.42,185.42,205.0,1,0
204.0,7,60.0625,72.609375,38.1015625,65.5,25.5,100.0,57.0,35.0,64.0,7.0,6.75,14.515625,58.3828125,22.0,379.875,0.0,182.88,170.0,197.331543,0.0,185.42,198.12,185.0,1,0
205.0,0,17.0,9.0,4.0,17.0,7.0,11.0,6.0,10.0,8.0,1.0,1.0,12.0,8.0,3.0,163.0,1.0,175.26,145.0,76.48644829,1.0,177.8,177.8,155.0,1,0
206.0,4,22.0,23.0,5.0,23.0,12.0,23.0,5.0,13.0,21.0,2.0,1.0,16.0,17.0,3.0,159.0,0.0,175.26,145.0,58.125,1.0,180.34,177.8,145.0,1,0
207.0,8,21.125,23.3125,11.9375,26.1875,17.8125,30.5625,18.8125,12.125,19.875,2.875,2.3125,14.875,13.625,5.0625,289.0625,1.0,190.5,205.0,91.36856842,7.0,185.42,193.04,205.0,1,0
208.0,8,20.0,6.0,2.0,21.0,14.0,6.0,2.0,15.0,6.0,0.0,0.0,12.0,6.0,2.0,118.0,1.0,187.96,205.0,56.5,1.0,185.42,200.66,205.0,1,0
209.0,6,81.25,52.0,26.5576117,101.375,43.94921875,64.25,27.234375,70.125,35.25786209,20.0,15.53613281,43.0,38.875,13.09375,856.2963867,0.0,175.26,170.0,112.3242188,1.0,177.8,182.88,170.0,1,0
210.0,4,72.5,61.9375,36.5,122.0,86.0,153.0,81.0,48.75,61.7890625,8.0,8.5,60.75,58.3828125,27.375,676.5604691,0.0,170.18,145.0,96.00262451,1.0,170.18,177.8,145.0,1,0
211.0,5,78.0,121.0,67.0,79.0,16.0,182.0,115.0,55.0,102.0,7.0,5.0,76.0,65.0,27.0,564.0,0.0,177.8,155.0,46.6875,1.0,182.88,180.34,170.0,1,0
212.0,5,43.984375,72.875,40.09375,111.515625,85.5078125,115.625,80.265625,34.140625,55.0390625,12.9296875,10.609375,36.1484375,31.859375,15.890625,757.5,0.0,172.72,145.0,146.984375,1.0,177.8,177.8,155.0,1,0
213.0,9,94.09375,61.546875,27.171875,103.109375,56.1875,61.609375,27.234375,65.9375,39.734375,9.375,5.875,73.53125,60.90625,26.609375,590.265625,3.0,195.58,265.0,181.3710938,2.0,190.5,198.12,249.0,1,0
214.0,6,32.75,16.125,4.0,40.5,20.625,20.625,8.25,30.0,14.625,1.375,0.625,17.375,13.375,2.375,168.0,2.0,175.26,170.0,61.59375,3.0,182.88,190.5,170.0,1,0
215.0,2,29.0,9.0,1.0,32.0,10.0,9.0,1.0,28.0,8.0,0.0,0.0,11.0,9.0,1.0,133.0,0.0,167.64,125.0,69.0,1.0,165.1,167.64,125.0,1,0
216.0,5,126.375,107.875,38.25,169.375,79.25,125.125,55.125,108.5,101.375,4.75,4.75,101.0,97.875,30.5,860.25,0.0,170.18,155.0,51.5625,3.0,175.26,177.8,155.0,1,0
217.0,7,74.265625,70.09375,29.4140625,89.9453125,41.921875,76.5859375,34.5,68.9609375,62.109375,5.140625,4.3125,62.640625,63.0703125,23.828125,457.0078125,1.0,182.88,185.0,63.234375,2.0,185.42,190.5,185.0,1,0
218.0,7,91.91992188,121.3984375,54.26660156,127.2753906,78.77246094,146.2011719,77.68261719,68.80761719,89.39648438,19.45605469,14.49414063,61.31542969,91.29589844,34.10058594,891.5410156,0.0,190.5,185.0,114.0,0.0,187.96,190.5,185.0,1,0
219.0,6,16.0,28.5,18.5,20.5,11.5,70.0,52.0,13.0,26.5,1.0,1.0,10.0,11.5,6.0,559.0,0.0,180.34,170.0,38.5,0.0,180.34,190.5,170.0,1,0
220.0,6,56.25,29.5,9.75,80.0,44.5625,35.0,14.4375,41.1875,24.0,2.75,1.0625,39.625,23.5,6.4375,379.875,3.0,187.96,170.0,123.9814453,4.0,185.42,193.04,185.0,1,0
221.0,5,111.0,115.0,38.0,129.0,66.0,117.0,39.0,78.0,85.0,26.0,19.0,87.0,102.0,29.0,900.0,0.0,172.72,155.0,70.0,0.0,187.96,190.5,170.0,1,0
222.0,6,169.2433624,218.8695068,64.65203094,183.1844711,94.52828217,226.4912567,70.78829956,118.5967865,184.3762589,24.04768372,15.49037933,156.0570984,208.3553238,58.14144135,804.7470093,6.0,175.26,170.0,44.0,2.0,182.88,185.42,170.0,1,0
223.0,7,23.0,83.875,45.25,36.5,22.375,133.75,90.5,19.5,54.5,25.625,25.125,21.0,47.125,12.125,681.125,0.0,187.96,185.0,193.625,0.0,187.96,190.5,185.0,1,0
224.0,8,78.703125,70.921875,16.640625,106.4375,54.21875,81.84375,26.765625,66.4375,61.640625,4.859375,3.328125,67.34375,67.203125,13.84375,791.4375,1.0,182.88,205.0,32.0,1.0,193.04,213.36,205.0,1,0
225.0,7,210.0,171.5,82.5,233.5,118.5,182.0,92.5,182.5,160.5,10.5,10.0,176.5,137.0,52.5,900.0,0.0,167.64,185.0,119.6367188,1.0,185.42,195.58,185.0,1,0
226.0,9,12.86965942,11.0743103,4.638549805,13.93783569,7.826339722,11.64949036,5.088241577,9.762466431,9.694229126,0.992965698,0.836547852,8.248825073,9.276367188,3.087432861,105.4759979,7.0,187.96,242.0,115.75,2.0,193.04,203.2,240.0,1,0
227.0,7,38.67578125,49.80078125,19.125,68.57617188,44.54101563,59.70898438,27.67382813,26.953125,29.47851563,8.6953125,3.61328125,32.078125,44.375,15.75390625,595.7949219,0.0,185.42,185.0,66.9375,2.0,185.42,190.5,185.0,1,0
228.0,2,100.625,112.65625,36.8125,123.75,68.75,172.34375,87.96875,92.59375,92.0625,10.875,5.0,90.5625,97.46875,28.75,894.0625,0.0,167.64,125.0,126.5,0.0,162.56,162.56,135.0,1,0
229.0,4,51.25,38.25,22.25,75.5,40.25,102.75,73.75,46.25,28.75,8.5,8.0,41.5,23.0,11.0,505.5,0.0,170.18,145.0,144.0,0.0,175.26,177.8,145.0,1,0
230.0,5,60.0,81.875,28.0,106.0,61.5,112.5,72.25,70.125,74.75,6.0,5.0,41.5,70.1875,21.5625,1138.4375,0.0,177.8,155.0,21.55078125,0.0,175.26,180.34,155.0,1,0
231.0,5,73.5,76.25,40.0,88.5,46.5,104.25,66.75,62.75,47.0,16.5,10.5,63.0,54.5,21.0,747.5,0.0,187.96,155.0,67.828125,1.0,190.5,187.96,155.0,1,0
232.0,9,151.0,108.0,32.0,151.0,93.0,108.0,32.0,86.0,83.0,16.0,6.0,151.0,108.0,32.0,900.0,0.0,187.96,255.0,87.5,0.0,193.04,205.74,245.0,1,0
233.0,5,98.75,83.3125,34.703125,116.6875,57.96875,88.140625,38.34375,75.03125,63.265625,10.59375,5.5625,73.59375,74.71875,27.859375,577.84375,1.0,175.26,155.0,103.875,2.0,177.8,185.42,155.0,1,0
234.0,2,85.0,109.0,66.0,189.0,95.0,116.0,73.0,61.0,59.0,15.0,9.0,80.0,98.0,59.0,900.0,0.0,170.18,125.0,78.16064453,0.0,170.18,172.72,125.0,1,0
235.0,7,26.5,22.75,8.75,28.0,16.5,26.0,11.75,22.25,20.5,1.5,1.0,10.75,15.0,3.0,270.5,1.0,187.96,185.0,162.5162354,2.0,185.42,187.96,185.0,1,0
236.0,5,58.0,65.0,31.0,58.0,20.0,74.0,39.0,43.0,55.0,9.0,8.0,57.0,57.0,28.0,359.0,0.0,182.88,155.0,62.9453125,2.0,182.88,180.34,155.0,1,0
237.0,7,33.078125,23.734375,11.34375,51.453125,30.796875,34.9375,22.40625,26.0,21.5,1.453125,0.671875,12.765625,13.921875,6.296875,258.171875,3.0,190.5,185.0,97.90625,2.0,190.5,203.2,185.0,1,0
238.0,7,90.75,108.25,56.0,98.0,54.0,141.75,87.25,61.5,95.0,9.5,7.25,58.25,75.0,31.0,820.5,1.0,185.42,185.0,57.25,0.0,182.88,182.88,185.0,1,0
239.0,7,46.875,51.0,26.27600098,40.09375,28.97387695,63.21875,41.83398438,34.1875,33.25,6.875,4.625,13.0,46.0,15.0,401.0,0.0,190.5,185.0,156.4160156,0.0,185.42,190.5,185.0,1,0
240.0,2,95.40625,64.125,33.4375,112.625,47.9375,85.125,53.15625,79.46875,40.59375,13.53125,8.34375,80.09375,46.25,20.4375,640.0,0.0,172.72,125.0,197.25,0.0,165.1,162.56,125.0,0,0
241.0,6,56.375,67.4375,28.25,71.25,40.0,86.5,46.6875,47.125,45.0625,6.5,4.75,29.125,54.4375,20.0625,649.8125,2.0,180.34,170.0,103.0,0.0,185.42,193.04,185.0,1,0
242.0,3,63.0,73.0,35.0,86.0,52.0,74.0,36.0,45.0,47.0,21.0,15.0,38.0,50.0,21.0,404.0,0.0,172.72,135.0,137.0,1.0,172.72,165.1,135.0,1,0
