id,B_Height_cms,B_Weight_lbs,B_age,B_total_rounds_fought,R_Reach_cms,weight_class,B_longest_win_streak,R_age,R_Height_cms,R_Weight_lbs,R_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_avg_CTRL_time(seconds),B_avg_LEG_landed,B_current_win_streak,R_avg_DISTANCE_landed,B_Stance_Orthodox,R_avg_TD_pct,B_avg_SIG_STR_pct,R_avg_opp_BODY_att
159.0,170.18,135.0,24.0,3.0,162.56,3,1.0,29.0,167.64,145.0,10.0,194.0,485.0,8.0,1.0,0.5,True,0.0,0.4,5.0
160.0,175.26,135.0,28.0,0.0,167.64,3,0.0,34.0,175.26,135.0,8.5625,92.375,95.0,4.0,0.0,23.4375,True,0.0,0.46,9.5625
161.0,180.34,145.0,30.0,32.0,182.88,5,4.0,29.0,177.8,155.0,17.0,24.67724609,59.12243652,8.287841797,4.0,42.9921875,True,0.00515625,0.454243164,20.3125
162.0,190.5,205.0,28.0,28.0,193.04,8,3.0,38.0,187.96,205.0,114.9239502,16.35546875,393.6123047,3.127929688,2.0,13.63208008,True,0.680151367,0.52265625,8.209472656
163.0,172.72,155.0,27.0,5.0,177.8,5,3.0,30.0,175.26,170.0,279.890625,43.5,112.25,0.25,3.0,29.10546875,True,0.565898438,0.3725,15.421875
164.0,187.96,170.0,29.0,7.0,180.34,5,2.0,33.0,175.26,155.0,496.546875,223.25,28.5,2.25,2.0,6.734375,True,0.4340625,0.4325,3.296875
165.0,170.18,155.0,28.0,18.0,180.34,5,2.0,29.0,167.64,155.0,43.0,303.25,418.0,19.1875,0.0,20.0,False,0.18,0.58375,4.0
166.0,170.18,135.0,27.0,3.0,162.56,3,1.0,23.0,165.1,125.0,120.0,5.0,835.0,1.0,1.0,21.75,True,0.25,0.66,8.828125
167.0,170.18,155.0,26.0,6.0,172.72,5,1.0,28.0,172.72,155.0,6.125,131.5,351.5,5.5,0.0,71.3125,True,0.0,0.365,23.875
168.0,167.64,125.0,30.0,8.0,167.64,3,1.0,30.0,165.1,135.0,119.625,303.25,78.125,3.625,0.0,35.25,True,0.04625,0.43125,8.75
169.0,175.26,155.0,34.0,13.0,195.58,6,1.0,27.0,187.96,170.0,61.40625,303.0,324.25,0.8125,1.0,5.1875,True,0.03125,0.306875,11.0
170.0,185.42,205.0,33.0,17.0,195.58,7,3.0,35.0,187.96,185.0,75.71777344,37.578125,601.71875,15.921875,0.0,40.31835938,False,0.06640625,0.5440625,2.828125
171.0,190.5,155.0,28.0,7.0,185.42,5,3.0,20.0,180.34,170.0,341.5,50.0,17.5,5.25,3.0,13.5,True,0.43,0.225,1.5
172.0,177.8,170.0,29.0,8.0,172.72,6,2.0,34.0,180.34,170.0,130.8225098,432.0,18.25,8.75,2.0,46.1126709,True,0.215087891,0.4475,26.52026367
173.0,193.04,205.0,30.0,10.0,213.36,8,6.0,32.0,193.04,205.0,224.7459154,71.75,19.40625,7.1875,6.0,57.7664547,False,0.152359142,0.599375,17.97950077
174.0,167.64,135.0,37.0,21.0,175.26,3,3.0,37.0,172.72,135.0,4.625,278.59375,82.828125,9.859375,3.0,21.625,True,0.0,0.46859375,6.5
175.0,170.18,155.0,34.0,20.0,172.72,5,2.0,33.0,170.18,155.0,217.4394531,193.625,349.5,19.09375,0.0,17.16210938,False,0.052695313,0.616875,12.01171875
176.0,172.72,135.0,25.0,18.0,172.72,3,3.0,32.0,170.18,145.0,17.125,126.765625,20.75,12.171875,0.0,38.0,False,0.75,0.401875,22.125
177.0,167.64,145.0,30.0,0.0,170.18,4,0.0,31.0,172.72,145.0,74.84375,92.375,95.0,4.0,0.0,13.03710938,False,0.13984375,0.46,5.979492188
178.0,177.8,205.0,36.0,20.0,190.5,8,3.0,29.0,187.96,205.0,124.1875,12.43554688,93.70507813,6.0,0.0,32.875,True,0.32,0.483769531,19.78125
179.0,193.04,238.0,35.0,52.0,203.2,9,9.0,28.0,193.04,265.0,412.7558594,15.42399216,9.218530655,3.373420715,9.0,4.400390625,True,0.763203125,0.574966602,1.1484375
180.0,180.34,170.0,26.0,19.0,177.8,5,2.0,30.0,172.72,155.0,207.3359375,237.0078125,230.1484375,5.2890625,0.0,13.0703125,True,0.419921875,0.473203125,2.84375
181.0,170.18,135.0,25.0,4.0,172.72,3,2.0,33.0,170.18,145.0,26.0625,86.5,8.5,1.5,2.0,65.0,False,0.54,0.525,25.5625
182.0,170.18,135.0,30.0,0.0,167.64,3,0.0,27.0,165.1,135.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
183.0,170.18,155.0,30.0,3.0,177.8,4,1.0,29.0,170.18,145.0,376.5625,27.0,127.0,6.0,1.0,34.09375,True,0.586875,0.51,12.65625
184.0,154.94,115.0,27.0,10.0,160.02,1,2.0,27.0,162.56,115.0,90.75,168.375,41.0,17.125,0.0,22.5,True,0.04,0.4425,19.75
185.0,182.88,170.0,24.0,0.0,193.04,6,0.0,33.0,180.34,170.0,181.125,92.375,95.0,4.0,0.0,58.21875,True,0.375,0.46,18.5
186.0,170.18,135.0,25.0,6.0,165.1,4,2.0,30.0,175.26,145.0,143.0,67.25,7.5,5.75,0.0,29.75,False,0.0,0.52,19.25
187.0,162.56,115.0,33.0,15.0,162.56,1,4.0,32.0,160.02,115.0,44.53125,56.15625,211.25,9.625,1.0,60.625,True,0.25,0.363125,36.78125
188.0,180.34,145.0,21.0,6.0,172.72,4,2.0,33.0,177.8,145.0,16.75,41.75,18.25,2.25,0.0,31.453125,True,0.04125,0.31,15.53125
189.0,172.72,155.0,24.0,0.0,180.34,5,0.0,22.0,175.26,145.0,223.875,92.375,95.0,4.0,0.0,8.0,False,0.625,0.46,10.0
190.0,182.88,170.0,30.0,14.0,187.96,6,3.0,35.0,185.42,170.0,143.25,21.0,8.4375,5.484375,0.0,20.125,True,0.71875,0.4775,7.8125
191.0,185.42,155.0,32.0,0.0,177.8,5,0.0,41.0,175.26,155.0,28.96644497,92.375,95.0,4.0,0.0,39.15004253,True,0.174595261,0.46,25.5212841
192.0,180.34,185.0,43.0,30.0,187.96,8,4.0,36.0,182.88,185.0,14.39648438,188.640625,79.3203125,5.673828125,2.0,6.720657349,True,0.000259399,0.407363281,2.863166809
193.0,185.42,185.0,26.0,8.0,190.5,7,1.0,27.0,190.5,185.0,78.0,296.75,187.5,7.75,1.0,11.5,False,0.0,0.615,4.0
194.0,167.64,125.0,31.0,20.0,182.88,2,1.0,31.0,170.18,125.0,0.0,232.921875,47.28125,10.609375,0.0,0.0,True,0.0,0.35046875,0.0
195.0,190.5,205.0,33.0,14.0,185.42,7,5.0,40.0,182.88,185.0,211.6953125,108.9453125,166.515625,7.6953125,0.0,29.4765625,False,0.33875,0.604921875,33.625
196.0,172.72,145.0,27.0,4.0,182.88,5,1.0,27.0,180.34,155.0,120.0,32.5,495.5,0.0,0.0,21.75,True,0.25,0.64,8.828125
197.0,177.8,145.0,32.0,37.0,177.8,4,5.0,26.0,172.72,145.0,314.0,84.94671631,577.6642456,1.803710938,1.0,6.875,True,0.625,0.52960083,0.75
198.0,182.88,185.0,37.0,24.0,190.5,7,4.0,26.0,187.96,170.0,394.71875,33.54370117,182.4146729,2.322143555,3.0,11.875,True,0.7675,0.552025757,6.46875
199.0,190.5,155.0,29.0,11.0,182.88,5,5.0,27.0,177.8,155.0,144.3984375,199.5,24.625,3.5625,5.0,33.796875,True,0.2759375,0.42125,24.25
200.0,190.5,205.0,29.0,6.0,195.58,8,3.0,24.0,190.5,205.0,109.71875,11.75,112.25,1.25,3.0,29.46875,True,0.0,0.56,4.125
201.0,180.34,145.0,24.0,6.0,177.8,4,2.0,30.0,170.18,145.0,35.5,160.5,533.5,2.0,2.0,42.0,True,0.265,0.5,24.0
202.0,180.34,155.0,33.0,8.0,180.34,5,3.0,27.0,175.26,155.0,120.0,38.0,49.0,7.0,3.0,21.75,True,0.25,0.36125,8.828125
203.0,187.96,185.0,33.0,20.0,185.42,8,2.0,30.0,185.42,205.0,125.0625,26.27734375,111.828125,9.73828125,2.0,16.25,True,0.0825,0.379726563,9.125
204.0,182.88,170.0,29.0,0.0,198.12,7,0.0,27.0,185.42,185.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
205.0,175.26,145.0,32.0,1.0,177.8,0,1.0,38.0,177.8,155.0,81.15590668,33.0,95.0,0.0,1.0,25.48911667,True,0.308917274,0.41,9.419315338
206.0,175.26,145.0,30.0,1.0,177.8,4,0.0,27.0,180.34,145.0,39.7265625,18.0,4.0,3.0,0.0,11.609375,True,0.02203125,0.5,3.625
207.0,190.5,205.0,27.0,7.0,193.04,8,2.0,37.0,185.42,205.0,23.35632324,92.375,61.875,3.1875,2.0,33.78813934,True,0.199264755,0.6525,3.314788818
208.0,187.96,205.0,32.0,1.0,200.66,8,1.0,35.0,185.42,205.0,47.875,0.0,6.0,3.0,1.0,16.75,True,0.125,0.65,6.0
209.0,175.26,170.0,31.0,0.0,182.88,6,0.0,25.0,177.8,170.0,192.1484375,92.375,95.0,4.0,0.0,29.60546875,True,0.525898438,0.46,9.03515625
210.0,170.18,145.0,33.0,0.0,177.8,4,0.0,29.0,170.18,145.0,187.0368042,92.375,95.0,4.0,0.0,7.122741699,False,0.268300171,0.46,9.93371582
211.0,177.8,155.0,32.0,2.0,180.34,5,0.0,21.0,182.88,170.0,115.25,279.0,0.0,6.0,0.0,8.8125,True,0.15,0.2,1.375
212.0,172.72,145.0,27.0,23.0,177.8,5,4.0,30.0,177.8,155.0,66.1875,449.5,107.8828125,2.6953125,1.0,56.84375,True,0.1103125,0.406640625,9.03125
213.0,195.58,265.0,32.0,15.0,198.12,9,2.0,35.0,190.5,249.0,309.9345703,2.21875,91.359375,14.234375,0.0,51.93603516,True,0.322094727,0.53796875,11.91601563
214.0,175.26,170.0,26.0,6.0,190.5,6,1.0,29.0,182.88,170.0,86.78125,40.25,31.625,0.875,0.0,13.40625,True,0.2890625,0.435,6.28125
215.0,167.64,125.0,27.0,1.0,167.64,2,0.0,23.0,165.1,125.0,199.5,0.0,94.0,0.0,0.0,24.0,True,0.665,0.31,10.5
216.0,170.18,155.0,25.0,11.0,177.8,5,1.0,24.0,175.26,155.0,359.125,36.5,328.875,6.5,1.0,9.5625,True,0.21,0.35875,3.75
217.0,182.88,185.0,40.0,18.0,190.5,7,4.0,29.0,185.42,185.0,218.953125,21.515625,72.9921875,2.5,2.0,23.25,False,0.3146875,0.32046875,9.109375
218.0,190.5,185.0,38.0,29.0,190.5,7,2.0,29.0,187.96,185.0,38.0,127.6748047,268.78125,3.731445313,0.0,49.0,True,0.0,0.530058594,4.0
219.0,180.34,170.0,29.0,4.0,190.5,6,1.0,24.0,180.34,170.0,223.25,456.0,45.0,1.0,1.0,13.5,True,0.4,0.485,4.5
220.0,187.96,170.0,27.0,11.0,193.04,6,4.0,28.0,185.42,185.0,180.71875,90.125,62.875,6.3125,0.0,83.20800781,True,0.145175781,0.40125,9.12109375
221.0,172.72,155.0,30.0,3.0,190.5,5,1.0,28.0,187.96,170.0,59.0,1.0,254.0,13.0,1.0,46.0,False,0.0,0.45,6.0
222.0,175.26,170.0,31.0,43.0,185.42,6,7.0,25.0,182.88,170.0,61.125,111.1251602,55.71073151,30.48256683,0.0,15.875,True,0.25,0.487799911,8.25
223.0,187.96,185.0,28.0,8.0,190.5,7,1.0,24.0,187.96,185.0,52.5,258.5,211.625,2.25,1.0,31.0,False,0.195,0.39,24.25
224.0,182.88,205.0,39.0,19.0,213.36,8,2.0,23.0,193.04,205.0,138.3125,40.375,192.0625,8.859375,1.0,7.375,True,0.64875,0.366875,2.5625
225.0,167.64,185.0,30.0,6.0,195.58,7,1.0,32.0,185.42,185.0,158.2695313,16.5,280.0,4.0,1.0,37.89453125,True,0.176328125,0.5,12.48046875
226.0,187.96,242.0,34.0,26.0,203.2,9,4.0,31.0,193.04,240.0,108.5625,2.604049683,21.27200317,0.805038452,4.0,57.6875,True,0.303125,0.685727844,6.5
227.0,185.42,185.0,32.0,21.0,190.5,7,3.0,28.0,185.42,185.0,207.8125,9.76953125,234.7539063,3.400390625,3.0,25.0,False,0.16875,0.410996094,12.4375
228.0,167.64,125.0,30.0,18.0,162.56,2,1.0,28.0,162.56,135.0,294.5,307.75,113.0625,1.75,1.0,34.5,True,0.425,0.4471875,17.0
229.0,170.18,145.0,26.0,5.0,177.8,4,2.0,33.0,175.26,145.0,138.0,207.0,110.0,2.75,2.0,30.0,True,0.0,0.5375,11.0
230.0,177.8,155.0,26.0,0.0,180.34,5,0.0,32.0,175.26,155.0,200.8242188,92.375,95.0,4.0,0.0,2.96484375,True,0.240117188,0.46,1.1953125
231.0,187.96,155.0,25.0,7.0,187.96,5,2.0,35.0,190.5,155.0,73.875,219.75,216.5,3.25,2.0,8.078125,True,0.4578125,0.4425,5.84375
232.0,187.96,255.0,28.0,3.0,205.74,9,1.0,29.0,193.04,245.0,85.0,0.0,0.0,35.0,1.0,41.0,True,0.5,0.61,6.0
233.0,175.26,155.0,27.0,16.0,185.42,5,1.0,26.0,177.8,155.0,155.09375,44.9375,125.890625,8.390625,0.0,44.90625,True,0.4184375,0.45078125,8.1875
234.0,170.18,125.0,29.0,3.0,172.72,2,0.0,30.0,170.18,125.0,120.0,64.0,369.0,10.0,0.0,21.75,False,0.25,0.42,8.828125
235.0,187.96,185.0,21.0,5.0,187.96,7,3.0,31.0,185.42,185.0,124.8145294,11.0,166.25,1.5,3.0,36.7600708,True,0.068757935,0.57,18.62602234
236.0,182.88,155.0,32.0,2.0,180.34,5,0.0,30.0,182.88,155.0,21.0234375,84.0,0.0,6.0,0.0,16.2109375,False,0.26828125,0.34,5.8515625
237.0,190.5,185.0,33.0,11.0,203.2,7,3.0,33.0,190.5,185.0,230.09375,85.328125,114.765625,1.609375,3.0,1.59375,True,0.1484375,0.4315625,3.71875
238.0,185.42,185.0,31.0,8.0,182.88,7,1.0,32.0,182.88,185.0,225.0625,422.75,119.75,9.75,0.0,5.640625,True,0.411875,0.5075,4.78125
239.0,190.5,185.0,25.0,0.0,190.5,7,0.0,29.0,185.42,185.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
240.0,172.72,125.0,25.0,17.0,162.56,2,2.0,31.0,165.1,125.0,88.0,178.0625,120.03125,6.21875,0.0,64.75,True,0.1625,0.3603125,15.25
241.0,180.34,170.0,22.0,11.0,193.04,6,3.0,20.0,185.42,185.0,403.0,43.75,204.4375,1.4375,3.0,1.0,False,0.46,0.470625,0.0
242.0,172.72,135.0,34.0,2.0,165.1,3,1.0,24.0,172.72,135.0,29.0,81.0,33.0,2.0,1.0,45.0,True,0.33,0.5,23.0
243.0,165.1,115.0,35.0,15.0,152.4,1,2.0,27.0,154.94,115.0,215.0,181.6875,367.625,9.6875,0.0,66.0625,True,0.3225,0.49375,23.5625
244.0,185.42,205.0,39.0,19.0,182.88,9,7.0,25.0,193.04,265.0,425.125,123.4375,376.8125,5.8125,7.0,2.75,True,0.6225,0.78078125,2.0
245.0,162.56,135.0,28.0,9.0,170.18,2,3.0,30.0,165.1,125.0,138.1875,26.0,299.75,2.5,3.0,10.75,True,0.571875,0.47,7.25
246.0,170.18,135.0,28.0,8.0,172.72,3,1.0,34.0,167.64,135.0,85.25,78.75,42.75,2.25,0.0,11.25,True,0.2,0.28,9.75
247.0,182.88,205.0,24.0,4.0,177.8,8,1.0,32.0,180.34,205.0,137.5,0.0,1.0,3.5,0.0,0.25,False,0.685,0.605,7.5
248.0,175.26,155.0,30.0,0.0,182.88,5,0.0,24.0,177.8,155.0,29.8125,92.375,95.0,4.0,0.0,23.1875,False,0.0625,0.46,8.375
249.0,177.8,155.0,26.0,8.0,177.8,5,3.0,29.0,175.26,170.0,330.5625,103.25,58.0,2.375,0.0,48.421875,True,0.26359375,0.52125,20.6875
250.0,172.72,155.0,30.0,27.0,177.8,5,2.0,31.0,180.34,155.0,90.875,52.75292969,23.24462891,2.776367188,2.0,35.625,False,0.125,0.346147461,23.5
251.0,172.72,145.0,28.0,5.0,170.18,3,1.0,31.0,180.34,135.0,496.5,205.5,25.0,8.5,1.0,18.0,True,0.33,0.4,5.5
252.0,162.56,135.0,31.0,21.0,167.64,2,4.0,31.0,160.02,125.0,720.7957764,1.9375,314.1796875,6.265625,4.0,31.22219849,True,0.742101746,0.45125,10.83729553
253.0,182.88,170.0,27.0,0.0,187.96,7,0.0,26.0,182.88,185.0,120.0,92.375,95.0,4.0,0.0,21.75,False,0.25,0.46,8.828125
254.0,185.42,185.0,29.0,6.0,193.04,7,2.0,28.0,193.04,205.0,32.375,21.5,374.5,4.0,2.0,32.875,True,0.05,0.54,7.0
255.0,180.34,170.0,29.0,0.0,182.88,6,0.0,36.0,177.8,170.0,168.2703857,92.375,95.0,4.0,0.0,39.2512207,True,0.469727783,0.46,13.96624756
256.0,177.8,170.0,28.0,0.0,180.34,6,0.0,29.0,182.88,170.0,30.65625,92.375,95.0,4.0,0.0,27.3125,True,0.393125,0.46,3.0625
257.0,180.34,155.0,35.0,30.0,190.5,5,3.0,33.0,180.34,145.0,28.14939404,147.5209961,91.14404297,14.00634766,2.0,44.68649006,True,0.018205032,0.492387695,10.17130756
258.0,167.64,135.0,41.0,21.0,172.72,3,2.0,36.0,167.64,145.0,191.75,289.21875,102.28125,1.8984375,2.0,17.3125,True,0.3125,0.514609375,5.1875
259.0,182.88,155.0,25.0,0.0,180.34,5,0.0,28.0,170.18,155.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
260.0,170.18,135.0,30.0,26.0,172.72,3,5.0,29.0,172.72,135.0,449.0,82.28515625,328.125,1.5703125,1.0,56.0,True,0.41,0.327070313,29.0
261.0,172.72,155.0,26.0,0.0,182.88,5,0.0,30.0,177.8,155.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
262.0,165.1,115.0,35.0,15.0,152.4,1,2.0,27.0,154.94,115.0,215.0,181.6875,367.625,9.6875,0.0,66.0625,True,0.3225,0.49375,23.5625
263.0,180.34,170.0,28.0,13.0,182.88,6,1.0,31.0,170.18,170.0,222.6757813,390.375,9.6875,5.125,0.0,23.71875,True,0.441552734,0.473125,20.20605469
264.0,180.34,145.0,24.0,6.0,177.8,4,2.0,30.0,170.18,145.0,35.5,160.5,533.5,2.0,2.0,42.0,True,0.265,0.5,24.0
265.0,170.18,135.0,27.0,3.0,162.56,3,1.0,23.0,165.1,125.0,120.0,5.0,835.0,1.0,1.0,21.75,True,0.25,0.66,8.828125
266.0,190.5,170.0,28.0,0.0,187.96,7,0.0,22.0,185.42,185.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
267.0,185.42,185.0,30.0,4.0,187.96,7,2.0,39.0,185.42,185.0,14.58601761,24.5,259.0,0.5,2.0,13.20288229,False,0.0098769,0.675,6.517045975
268.0,187.96,185.0,21.0,5.0,187.96,7,3.0,31.0,185.42,185.0,124.8145294,11.0,166.25,1.5,3.0,36.7600708,True,0.068757935,0.57,18.62602234
269.0,172.72,155.0,26.0,0.0,182.88,5,0.0,30.0,177.8,155.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
270.0,172.72,135.0,25.0,23.0,172.72,3,3.0,38.0,167.64,135.0,239.5,133.9414063,36.4375,15.04296875,0.0,11.75,False,0.42375,0.45296875,11.875
271.0,180.34,170.0,29.0,3.0,193.04,6,1.0,30.0,182.88,170.0,243.65625,98.0,504.0,8.0,1.0,26.59375,False,0.1971875,0.37,4.0625
272.0,185.42,205.0,32.0,9.0,182.88,8,2.0,34.0,180.34,205.0,0.5,6.4375,52.0,2.0,0.0,2.5,True,0.0,0.419375,2.0
273.0,175.26,155.0,30.0,15.0,180.34,5,2.0,30.0,180.34,155.0,235.5,252.59375,188.96875,4.78125,0.0,4.25,True,0.2575,0.474375,2.75
274.0,190.5,265.0,32.0,10.0,187.96,9,1.0,34.0,182.88,247.0,106.859375,153.75,265.125,3.125,1.0,16.390625,False,0.2665625,0.42,10.890625
275.0,175.26,145.0,32.0,1.0,177.8,0,1.0,38.0,177.8,155.0,81.15590668,33.0,95.0,0.0,1.0,25.48911667,True,0.308917274,0.41,9.419315338
276.0,172.72,155.0,28.0,4.0,177.8,5,2.0,26.0,170.18,155.0,228.46875,160.5,180.5,1.5,2.0,14.03125,True,0.6778125,0.615,3.1875
277.0,182.88,185.0,28.0,8.0,187.96,7,1.0,26.0,182.88,185.0,301.0,523.25,133.75,1.5,0.0,13.0,True,1.0,0.57,9.0
278.0,185.42,205.0,25.0,0.0,200.66,7,0.0,23.0,198.12,185.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
279.0,170.18,155.0,26.0,6.0,172.72,5,1.0,28.0,172.72,155.0,6.125,131.5,351.5,5.5,0.0,71.3125,True,0.0,0.365,23.875
280.0,182.88,170.0,22.0,0.0,182.88,6,0.0,29.0,182.88,155.0,94.125,92.375,95.0,4.0,0.0,33.6875,False,0.375,0.46,33.125
281.0,187.96,185.0,29.0,40.0,198.12,7,4.0,34.0,185.42,185.0,95.00653076,41.06488037,207.9269714,7.06350708,2.0,30.11474609,True,0.137283325,0.576833801,8.9609375
282.0,185.42,253.0,33.0,11.0,213.36,9,2.0,31.0,210.82,265.0,33.1687603,100.40625,260.5390625,6.9453125,2.0,28.28251362,True,0.047124863,0.449921875,17.5427084
283.0,180.34,155.0,30.0,14.0,175.26,5,3.0,35.0,175.26,155.0,207.0859375,29.0625,43.1875,5.75,0.0,34.4296875,True,0.279765625,0.3115625,16.171875
284.0,175.26,185.0,40.0,26.0,198.12,7,2.0,37.0,185.42,185.0,321.8127041,5.735351563,62.22265625,13.65625,0.0,20.31608582,False,0.208352604,0.520908203,6.186279297
285.0,180.34,145.0,28.0,4.0,177.8,4,0.0,27.0,175.26,145.0,205.0,223.0,34.0,0.5,0.0,38.0,True,0.0,0.43,18.0
286.0,167.64,125.0,29.0,0.0,167.64,3,0.0,26.0,170.18,135.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
287.0,177.8,155.0,29.0,39.0,180.34,5,4.0,35.0,172.72,155.0,50.63216668,49.62690735,81.12278748,6.331539154,2.0,14.00557105,True,0.687428599,0.471267214,7.679228565
288.0,190.5,185.0,33.0,10.0,185.42,7,1.0,26.0,185.42,185.0,134.5,169.375,252.0,11.625,0.0,11.875,True,0.07875,0.5875,4.75
289.0,182.88,170.0,29.0,0.0,198.12,7,0.0,27.0,185.42,185.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
290.0,187.96,185.0,22.0,6.0,195.58,7,4.0,36.0,185.42,185.0,129.6242371,5.5,85.125,0.75,4.0,47.02355957,True,0.21164856,0.465,21.4130249
291.0,190.5,155.0,30.0,6.0,177.8,5,0.0,35.0,175.26,155.0,59.83563232,447.5,47.0,11.0,0.0,12.42657471,False,0.392624512,0.46,7.775024414
292.0,177.8,170.0,28.0,7.0,193.04,6,1.0,28.0,180.34,170.0,165.9375,168.5,59.375,2.625,0.0,9.9375,False,0.07625,0.47,5.125
293.0,182.88,185.0,23.0,9.0,195.58,7,1.0,26.0,185.42,170.0,25.25,157.5,112.3125,0.25,1.0,4.75,False,0.0,0.40625,1.25
294.0,182.88,205.0,30.0,24.0,193.04,8,2.0,32.0,193.04,205.0,33.37634277,293.7578125,261.1464844,2.921875,0.0,33.71276855,True,0.094150391,0.616152344,15.88183594
295.0,195.58,205.0,23.0,2.0,205.74,8,1.0,37.0,198.12,205.0,10.0,110.5,15.0,0.0,1.0,14.0,True,0.0,0.13,0.0
296.0,187.96,185.0,33.0,20.0,185.42,8,2.0,30.0,185.42,205.0,125.0625,26.27734375,111.828125,9.73828125,2.0,16.25,True,0.0825,0.379726563,9.125
297.0,170.18,135.0,31.0,32.0,175.26,3,4.0,38.0,172.72,135.0,204.1074219,84.70996094,309.8398438,7.950195313,1.0,20.49609375,True,0.130859375,0.357978516,15.33984375
298.0,177.8,170.0,33.0,13.0,187.96,6,2.0,30.0,182.88,170.0,21.21875,86.359375,42.34375,3.296875,2.0,31.0390625,True,0.2734375,0.445625,33.1875
299.0,182.88,185.0,26.0,5.0,182.88,7,0.0,27.0,187.96,185.0,120.0,76.75,95.25,4.25,0.0,21.75,True,0.25,0.43,8.828125
300.0,190.5,155.0,29.0,0.0,182.88,6,0.0,36.0,185.42,170.0,342.7434998,92.375,95.0,4.0,0.0,19.24157715,False,0.253496399,0.46,10.20418549
301.0,187.96,242.0,29.0,14.0,203.2,9,4.0,34.0,187.96,265.0,31.0,55.2734375,48.265625,2.1796875,4.0,1.5,True,0.25,0.65265625,0.0
302.0,187.96,170.0,29.0,28.0,180.34,7,4.0,32.0,182.88,185.0,162.875,94.88867188,174.2324219,0.814453125,4.0,5.125,False,0.33,0.50203125,3.5
303.0,180.34,155.0,29.0,14.0,177.8,4,3.0,34.0,172.72,145.0,37.55230713,7.625,24.25,26.8125,3.0,64.26898193,True,0.140336914,0.510625,14.08172607
304.0,177.8,170.0,31.0,5.0,180.34,6,0.0,31.0,185.42,170.0,399.5,37.0,78.5,2.0,0.0,5.0,True,0.385,0.47,17.0
305.0,180.34,155.0,31.0,19.0,190.5,5,6.0,29.0,180.34,145.0,1.244873047,127.8164063,81.046875,10.51953125,3.0,48.74145508,True,0.000488281,0.434921875,14.85473633
306.0,180.34,155.0,27.0,3.0,180.34,5,0.0,31.0,180.34,155.0,2.0,372.0,76.0,1.0,0.0,6.0,True,0.0,0.45,11.0
307.0,185.42,205.0,28.0,0.0,190.5,8,0.0,30.0,185.42,205.0,241.0,92.375,95.0,4.0,0.0,5.375,False,0.505,0.46,1.4375
308.0,175.26,145.0,32.0,75.0,177.8,4,3.0,31.0,170.18,135.0,20.078125,34.82657231,21.70062172,9.658599369,0.0,69.53613281,True,0.022646484,0.38516528,31.89257813
309.0,182.88,185.0,28.0,4.0,180.34,8,1.0,33.0,180.34,205.0,447.0,39.25,4.5,2.25,1.0,0.0,True,1.0,0.4925,0.0
310.0,160.02,115.0,30.0,3.0,152.4,1,1.0,25.0,154.94,115.0,38.0,336.0,261.0,8.0,1.0,89.0,True,1.0,0.67,24.0
311.0,185.42,170.0,27.0,4.0,187.96,6,0.0,24.0,187.96,170.0,138.125,241.5,189.0,0.0,0.0,17.125,True,0.0,0.12,13.5
312.0,180.34,155.0,27.0,9.0,190.5,5,3.0,34.0,182.88,155.0,82.0,48.25,177.5,4.5,3.0,17.0,False,0.14,0.3975,7.0
313.0,170.18,155.0,34.0,34.0,175.26,5,3.0,26.0,172.72,155.0,60.0,313.9898682,88.21496582,18.6060791,2.0,31.125,False,0.25,0.569829102,7.5
314.0,177.8,145.0,25.0,2.0,175.26,2,0.0,31.0,167.64,135.0,120.0,23.0,0.0,19.0,0.0,21.75,False,0.25,0.37,8.828125
315.0,167.64,145.0,36.0,42.0,187.96,4,4.0,26.0,175.26,155.0,86.125,82.92364502,407.6972885,12.53436279,0.0,12.25,True,0.35,0.367651672,2.0
316.0,177.8,155.0,30.0,36.0,182.88,5,4.0,27.0,175.26,155.0,155.0736694,8.269897461,23.78723145,18.77685547,0.0,24.32574463,False,0.206954956,0.326987305,4.504760742
317.0,175.26,155.0,28.0,3.0,190.5,6,1.0,29.0,185.42,170.0,68.21875,116.0,556.0,3.0,1.0,8.265625,False,0.25,0.71,5.59375
318.0,172.72,155.0,29.0,0.0,177.8,5,0.0,30.0,175.26,155.0,319.0,92.375,95.0,4.0,0.0,6.5,True,0.71,0.46,23.5
319.0,167.64,135.0,32.0,0.0,165.1,3,0.0,26.0,165.1,135.0,527.0,92.375,95.0,4.0,0.0,46.0,True,0.22,0.46,7.0
