id,B_Height_cms,B_Weight_lbs,B_avg_opp_CTRL_time(seconds),gender,B_avg_opp_GROUND_landed,B_avg_CLINCH_att,B_avg_REV,B_avg_SIG_STR_pct,R_Reach_cms,B_avg_opp_DISTANCE_landed,B_age,B_avg_LEG_landed,R_avg_opp_GROUND_att,weight_class,R_avg_SIG_STR_pct,R_avg_opp_TD_att,B_win_by_Submission,R_avg_opp_CTRL_time(seconds),B_avg_GROUND_att,R_avg_opp_SIG_STR_pct,B_Reach_cms
149.0,167.64,125.0,88.80566406,0,1.154296875,5.451171875,0.078125,0.495244141,167.64,36.81640625,35.0,27.33691406,7.620117188,2,0.318757324,5.590576172,1.0,298.5612793,3.086914063,0.483149414,0
150.0,185.42,205.0,147.5,1,0.0,34.203125,0.5,0.6,200.66,16.8125,25.0,3.0,29.0,7,0.4,3.5,0.0,117.5,11.25,0.425,0
151.0,175.26,155.0,74.25,1,1.625,18.25,0.125,0.270625,180.34,21.5625,25.0,7.375,12.34375,5,0.338125,3.375,0.0,190.4375,4.625,0.5778125,0
152.0,177.8,145.0,815.0,1,22.0,3.0,0.0,0.66,180.34,6.0,24.0,0.0,4.5,4,0.38,2.0,0.0,81.0,19.0,0.475,0
153.0,177.8,170.0,19.0,1,0.278320313,4.390625,0.0,0.31,187.96,7.2578125,27.0,2.0,0.0,6,0.4,3.0,0.0,11.0,3.875,0.43,0
154.0,190.5,230.0,41.875,1,0.37890625,4.087890625,0.0,0.422382813,193.04,62.22851563,31.0,5.865234375,5.56640625,8,0.497578125,1.1953125,0.0,41.80078125,4.0703125,0.513554688,0
155.0,182.88,145.0,16.25,1,5.5,8.131713867,0.0625,0.284968262,180.34,18.4375,31.0,5.0,3.801452637,4,0.477472534,2.074584961,0.0,109.9786377,4.75,0.436909485,0
156.0,190.5,170.0,250.5,1,4.5,18.0,0.0,0.48,185.42,17.0,26.0,3.5,1.0,6,0.42,3.0,0.0,208.0,1.5,0.28,0
157.0,193.04,205.0,104.453125,1,13.0546875,3.8515625,0.0703125,0.54171875,193.04,13.1015625,29.0,1.7109375,2.047088623,8,0.527507019,2.641799927,0.0,95.0549469,2.4453125,0.383537598,0
158.0,193.04,231.0,90.578125,1,3.38671875,3.51171875,0.0,0.615703125,195.58,16.29296875,37.0,9.44140625,0.73046875,9,0.593012695,0.678222656,1.0,10.43164063,8.71875,0.379936523,0
159.0,170.18,135.0,194.0,1,4.0,1.0,0.0,0.4,162.56,12.0,24.0,8.0,16.5,3,0.415,3.5,1.0,399.0,1.0,0.425,0
160.0,175.26,135.0,21.5,0,1.75,1.0,0.0,0.515,167.64,8.5,28.0,0.0,5.875,3,0.288125,3.3125,0.0,98.9375,5.5625,0.5225,0
161.0,180.34,145.0,24.67724609,1,8.032714844,0.317016602,0.0,0.454243164,182.88,42.15185547,30.0,8.287841797,9.984375,5,0.468828125,11.3125,0.0,500.390625,2.752319336,0.460390625,0
162.0,190.5,205.0,16.35546875,1,0.97265625,15.734375,0.0,0.52265625,193.04,15.9921875,28.0,3.127929688,4.423828125,8,0.486010742,0.951293945,0.0,53.88305664,13.86035156,0.461185303,0
163.0,172.72,155.0,43.5,1,0.5,3.5,0.0,0.3725,177.8,12.0,27.0,0.25,3.078125,5,0.532695313,6.48828125,0.0,255.125,4.25,0.371289063,0
164.0,187.96,170.0,223.25,1,13.5,12.0,0.5,0.4325,180.34,18.25,29.0,2.25,1.125,5,0.5159375,1.046875,0.0,19.09375,30.25,0.30578125,0
165.0,170.18,155.0,303.25,1,14.40625,11.09375,1.25,0.58375,180.34,14.8125,28.0,19.1875,22.0,5,0.5,7.0,0.0,441.0,22.0,0.32,0
166.0,170.18,135.0,5.0,1,12.0,1.0,0.0,0.66,162.56,8.0,27.0,1.0,23.75,3,0.65,7.125,0.0,550.9445801,9.0,0.73,0
167.0,170.18,155.0,131.5,1,0.5,12.5,0.0,0.365,172.72,12.0,26.0,5.5,3.0,5,0.4278125,3.59375,0.0,12.03125,25.0,0.275,0
168.0,167.64,125.0,303.25,1,1.75,12.375,0.0,0.43125,167.64,7.5,30.0,3.625,0.0,3,0.46375,1.75,1.0,1.25,1.75,0.25,0
169.0,175.26,155.0,303.0,1,11.625,5.3125,1.0,0.306875,195.58,7.1875,34.0,0.8125,24.5625,6,0.583125,4.71875,1.0,438.59375,4.6875,0.50625,0
170.0,185.42,205.0,37.578125,1,2.171875,10.9375,0.0,0.5440625,195.58,10.484375,33.0,15.921875,0.609375,7,0.584580078,8.517578125,0.0,28.86523438,28.15625,0.168427734,0
171.0,190.5,155.0,50.0,1,1.0,3.25,0.75,0.225,185.42,30.75,28.0,5.25,0.0,5,0.555,0.5,1.0,23.5,0.5,0.595,0
172.0,177.8,170.0,432.0,1,9.75,4.25,0.0,0.4475,172.72,20.25,29.0,8.75,5.15637207,6,0.41027832,1.660400391,1.0,104.1416016,1.0,0.417595215,0
173.0,193.04,205.0,71.75,1,0.53125,6.0625,0.0,0.599375,213.36,13.09375,30.0,7.1875,0.034691811,8,0.654894114,0.385207176,1.0,1.555713654,3.40625,0.339631004,0
174.0,167.64,135.0,278.59375,1,1.515625,31.609375,0.078125,0.46859375,175.26,28.546875,37.0,9.859375,2.75,3,0.21875,2.25,0.0,68.75,2.78125,0.59625,0
175.0,170.18,155.0,193.625,1,9.203125,11.546875,0.625,0.616875,172.72,8.90625,34.0,19.09375,13.70507813,5,0.497265625,9.279296875,0.0,340.8378906,27.5,0.506484375,0
176.0,172.72,135.0,126.765625,1,9.484375,6.265625,0.0,0.401875,172.72,38.140625,25.0,12.171875,3.375,3,0.3325,3.625,2.0,72.375,2.40625,0.42625,0
177.0,167.64,145.0,71.75,1,1.0,6.0,0.03125,0.645,170.18,9.25,30.0,10.75,4.892578125,4,0.326669922,1.174804688,0.0,24.87890625,15.5,0.469453125,0
178.0,177.8,205.0,12.43554688,1,0.278320313,9.625976563,0.0,0.483769531,190.5,24.91308594,36.0,6.0,1.125,8,0.438125,2.25,2.0,37.28125,6.1484375,0.4359375,0
179.0,193.04,238.0,15.42399216,1,2.328613281,3.016138077,0.0,0.574966602,203.2,10.83419228,35.0,3.373420715,0.9140625,9,0.543886719,0.013671875,0.0,1.673828125,5.661169052,0.401054688,0
180.0,180.34,170.0,237.0078125,1,5.125,30.453125,0.03125,0.473203125,177.8,15.59375,26.0,5.2890625,8.546875,5,0.41703125,5.7265625,2.0,102.5625,21.328125,0.279921875,0
181.0,170.18,135.0,86.5,1,2.0,15.0,0.5,0.525,172.72,28.0,25.0,1.5,2.1875,3,0.37125,1.8125,0.0,36.6875,8.0,0.398125,0
182.0,170.18,135.0,303.25,1,1.515625,18.6875,0.5,0.505,167.64,13.0,30.0,6.25,3.0,3,0.29,2.25,0.0,166.0,15.5,0.4,0
183.0,170.18,155.0,27.0,1,0.0,18.0,0.0,0.51,177.8,63.0,30.0,6.0,0.6875,4,0.483125,0.59375,0.0,27.34375,16.0,0.3128125,0
184.0,154.94,115.0,168.375,0,18.375,12.0,0.0,0.4425,160.02,38.625,27.0,17.125,1.5,1,0.3,1.0,0.0,63.5,1.875,0.325,0
185.0,182.88,170.0,186.5,1,0.484375,15.99707031,0.0,0.45078125,193.04,52.5,24.0,0.814453125,2.09375,6,0.5784375,1.84375,0.0,79.5625,11.0,0.515,0
186.0,170.18,135.0,67.25,1,0.0,4.25,0.0,0.52,165.1,18.25,25.0,5.75,5.75,4,0.3225,3.0,0.0,139.25,5.25,0.4125,0
187.0,162.56,115.0,56.15625,0,2.96875,2.5,0.09375,0.363125,162.56,62.34375,33.0,9.625,2.25,1,0.325,2.25,2.0,102.09375,8.46875,0.36875,0
188.0,180.34,145.0,41.75,1,0.5,3.75,0.0,0.31,172.72,24.5,21.0,2.25,49.78125,4,0.1409375,4.203125,0.0,376.25,9.75,0.48984375,0
189.0,172.72,155.0,229.9375,1,10.0625,8.5,0.0,0.28,180.34,8.0,24.0,0.1875,23.75,5,0.43625,3.0,0.0,351.125,0.9375,0.3875,0
190.0,182.88,170.0,21.0,1,1.21875,4.75,0.0,0.4775,187.96,32.71875,30.0,5.484375,1.0,6,0.530625,1.8125,0.0,67.25,1.609375,0.339375,0
191.0,185.42,155.0,128.0,1,5.9375,7.1875,0.580200195,0.52,177.8,16.0,32.0,3.5625,2.308979988,5,0.385545921,0.960731506,0.0,65.08849907,18.53125,0.454891911,0
192.0,180.34,185.0,188.640625,1,5.583984375,19.79101563,0.25390625,0.407363281,187.96,29.9921875,43.0,5.673828125,7.486450195,8,0.421355057,1.433639526,0.0,82.85693359,5.048828125,0.360795441,0
193.0,185.42,185.0,296.75,1,0.5,32.25,0.5,0.615,190.5,6.25,26.0,7.75,1.5,7,0.75,3.5,0.0,332.0,2.5,0.595,0
194.0,167.64,125.0,232.921875,0,4.96875,7.8125,0.0,0.35046875,167.64,28.765625,31.0,10.609375,2.0,2,0.0,1.0,0.0,162.0,0.75,0.6,0
195.0,190.5,205.0,108.9453125,1,0.9765625,5.5234375,0.0,0.604921875,185.42,19.0390625,33.0,7.6953125,8.0546875,7,0.468203125,3.171875,3.0,75.03125,36.3671875,0.34875,0
196.0,172.72,145.0,32.5,1,2.5,3.5,0.0,0.64,177.8,3.0,27.0,0.0,1.0,5,0.36,7.125,0.0,346.625,43.5,0.335,0
197.0,177.8,145.0,84.94671631,1,7.812255859,12.40087891,0.0,0.52960083,177.8,11.76379395,32.0,1.803710938,1.875,4,0.4525,0.75,0.0,11.625,38.85266113,0.3375,0
198.0,182.88,185.0,33.54370117,1,2.790893555,5.507629395,0.0,0.552025757,190.5,11.46624756,37.0,2.322143555,0.625,7,0.4325,5.46875,4.0,127.21875,9.510986328,0.416875,0
199.0,190.5,155.0,199.5,1,0.75,1.8125,0.1875,0.42125,182.88,27.6875,29.0,3.5625,0.171875,5,0.465546875,1.421875,2.0,45.578125,0.125,0.296171875,0
200.0,190.5,205.0,11.75,1,0.5,12.0,0.0,0.56,195.58,15.0,29.0,1.25,0.78125,8,0.58625,2.421875,2.0,45.578125,4.75,0.520390625,0
201.0,180.34,145.0,160.5,1,3.5,13.5,0.0,0.5,177.8,12.0,24.0,2.0,0.0,4,0.345,8.5,0.0,40.5,19.0,0.36,0
202.0,180.34,155.0,38.0,1,3.5,5.5,0.0,0.36125,180.34,22.875,33.0,7.0,0.0,5,0.24,0.0,0.0,31.2050209,5.75,0.36,0
203.0,187.96,185.0,26.27734375,1,6.2265625,14.5546875,0.0,0.379726563,185.42,24.0859375,33.0,9.73828125,9.125,8,0.534375,1.3125,0.0,142.1875,11.953125,0.315625,0
204.0,182.88,170.0,91.421875,1,4.0,14.5,3.0,0.28,198.12,22.0,29.0,3.71875,6.09375,7,0.65,2.820265055,0.0,388.3683777,0.0,0.505,0
205.0,175.26,145.0,33.0,1,0.0,3.0,0.0,0.41,177.8,3.0,32.0,0.0,6.371421814,0,0.31367939,0.793842316,0.0,53.78362465,2.0,0.493555622,0
206.0,175.26,145.0,18.0,1,0.0,6.0,0.0,0.5,177.8,3.0,30.0,3.0,8.671875,4,0.4253125,2.9609375,0.0,166.546875,0.0,0.47171875,0
207.0,190.5,205.0,92.375,1,5.125,5.3125,0.0,0.6525,193.04,5.0625,27.0,3.1875,1.023544312,8,0.42875351,1.320899963,2.0,48.02747345,0.9375,0.561768799,0
208.0,187.96,205.0,0.0,1,0.0,0.0,0.0,0.65,200.66,2.0,32.0,3.0,2.5,8,0.5925,2.25,0.0,188.125,8.0,0.56375,0
209.0,175.26,170.0,202.0,1,1.0,7.182693005,0.0625,0.48,182.88,13.09375,31.0,13.40625,11.82421875,6,0.417226563,8.30078125,0.0,139.2695313,0.21875,0.293710938,0
210.0,170.18,145.0,432.0,1,7.0,0.0,0.0625,0.45,177.8,27.375,33.0,0.75,8.119689941,4,0.296087036,6.040344238,0.0,203.8970947,2.375,0.428756714,0
211.0,177.8,155.0,279.0,1,36.0,2.0,0.0,0.2,180.34,27.0,32.0,6.0,7.0625,5,0.581875,3.75,0.0,251.4375,0.0,0.486875,0
212.0,172.72,145.0,449.5,1,15.9375,4.1171875,0.0,0.406640625,177.8,15.890625,27.0,2.6953125,2.6875,5,0.2815625,5.15625,1.0,79.453125,3.71875,0.29765625,0
213.0,195.58,265.0,2.21875,1,0.546875,0.265625,0.0,0.53796875,198.12,26.609375,32.0,14.234375,0.390625,9,0.504223633,0.27734375,0.0,16.85302734,20.296875,0.401181641,0
214.0,175.26,170.0,40.25,1,1.0,1.125,0.0,0.435,190.5,2.375,26.0,0.875,2.484375,6,0.60546875,5.125,0.0,241.8125,14.25,0.4053125,0
215.0,167.64,125.0,0.0,1,0.0,4.0,0.0,0.31,167.64,1.0,27.0,0.0,1.5,2,0.52,1.5,0.0,132.5,14.0,0.42,0
216.0,170.18,155.0,36.5,1,4.75,3.25,0.0,0.35875,177.8,30.5,25.0,6.5,2.1875,5,0.42875,4.875,1.0,164.5625,22.125,0.528125,0
217.0,182.88,185.0,21.515625,1,2.40625,6.9921875,0.0,0.32046875,190.5,23.828125,40.0,2.5,0.125,7,0.3634375,3.28125,1.0,110.296875,4.6328125,0.41640625,0
218.0,190.5,185.0,127.6748047,1,2.93359375,15.99707031,0.5078125,0.530058594,190.5,34.10058594,38.0,3.731445313,0.0,7,0.31,2.0,0.0,43.0,14.60742188,0.31,0
219.0,180.34,170.0,456.0,1,11.0,4.5,0.5,0.485,190.5,6.0,29.0,1.0,2.5,6,0.4675,2.75,1.0,134.25,1.5,0.5125,0
220.0,187.96,170.0,90.125,1,1.6875,4.9375,0.75,0.40125,193.04,6.4375,27.0,6.3125,5.534179688,6,0.464091797,4.638671875,0.0,137.015625,11.6875,0.354072266,0
221.0,172.72,155.0,1.0,1,0.0,11.0,0.0,0.45,190.5,29.0,30.0,13.0,0.0,5,0.48,11.0,0.0,9.0,13.0,0.41,0
222.0,175.26,170.0,111.1251602,1,0.365646362,9.868034363,0.03125,0.487799911,185.42,58.14144135,31.0,30.48256683,2.125,6,0.58375,1.5,1.0,21.5,3.318229675,0.275,0
223.0,187.96,185.0,258.5,1,27.875,1.25,0.0,0.39,190.5,12.125,28.0,2.25,5.0,7,0.29375,2.0,1.0,53.75,0.75,0.5025,0
224.0,182.88,205.0,40.375,1,0.9375,4.09375,0.25,0.366875,213.36,13.84375,39.0,8.859375,1.5625,8,0.550625,0.9375,0.0,15.25,7.265625,0.4575,0
225.0,167.64,185.0,16.5,1,6.0,28.0,0.5,0.5,195.58,52.5,30.0,4.0,9.80859375,7,0.408164063,0.7421875,0.0,126.0898438,5.5,0.456484375,0
226.0,187.96,242.0,2.604049683,1,0.104888916,0.980575562,0.0,0.685727844,203.2,3.087432861,34.0,0.805038452,0.75,9,0.53625,0.625,4.0,14.0,3.640258789,0.32625,0
227.0,185.42,185.0,9.76953125,1,1.6640625,0.408203125,0.0,0.410996094,190.5,15.75390625,32.0,3.400390625,0.5,7,0.31375,1.125,2.0,82.1875,6.189453125,0.525625,0
228.0,167.64,125.0,307.75,1,5.25,3.4375,0.3125,0.4471875,162.56,28.75,30.0,1.75,0.0,2,0.51,0.5,0.0,21.0,6.625,0.225,0
229.0,170.18,145.0,207.0,1,3.0,3.0,1.0,0.5375,177.8,11.0,26.0,2.75,7.0,4,0.24,0.0,2.0,167.0,6.75,0.43,0
230.0,177.8,155.0,250.5,1,1.3125,0.0,1.0,0.48,180.34,21.5625,26.0,1.0,1.66796875,5,0.362265625,0.421875,0.0,33.4296875,24.796875,0.182226563,0
231.0,187.96,155.0,219.75,1,10.5,4.25,0.0,0.4425,187.96,21.0,25.0,3.25,8.859375,5,0.6184375,3.265625,1.0,275.546875,6.25,0.42546875,0
232.0,187.96,255.0,0.0,1,0.0,0.0,0.0,0.61,205.74,32.0,28.0,35.0,0.0,9,0.615,1.0,0.0,1.5,0.0,0.215,0
233.0,175.26,155.0,44.9375,1,1.0,5.21875,0.0,0.45078125,185.42,27.859375,27.0,8.390625,5.796875,5,0.45703125,2.953125,1.0,76.546875,19.9375,0.36640625,0
234.0,170.18,125.0,64.0,1,4.0,1.0,0.0,0.42,172.72,59.0,29.0,10.0,6.03125,2,0.65,2.0,0.0,95.25,4.0,0.477150269,0
235.0,187.96,185.0,11.0,1,2.75,5.5,0.0,0.57,187.96,3.0,21.0,1.5,4.759017944,7,0.343166504,3.381530762,1.0,109.8029327,10.25,0.451690674,0
236.0,182.88,155.0,84.0,1,2.0,1.0,0.0,0.34,180.34,28.0,32.0,6.0,11.2578125,5,0.39546875,4.2109375,0.0,220.28125,0.0,0.53015625,0
237.0,190.5,185.0,85.328125,1,2.6875,5.234375,0.0,0.4315625,203.2,6.296875,33.0,1.609375,29.390625,7,0.5565625,2.59375,1.0,327.875,15.078125,0.5596875,0
238.0,185.42,185.0,422.75,1,13.5,30.75,0.0,0.5075,182.88,31.0,31.0,9.75,5.375,7,0.5103125,3.03125,0.0,64.84375,1.75,0.60765625,0
239.0,190.5,185.0,64.0,1,0.96875,4.09375,0.0,0.576833801,190.5,15.0,25.0,1.0,4.203125,7,0.41,1.75,0.0,164.75,4.75,0.397509766,0
240.0,172.72,125.0,178.0625,0,2.65625,7.59375,0.3125,0.3603125,162.56,20.4375,25.0,6.21875,8.25,2,0.4975,1.75,0.0,176.0,7.71875,0.39125,0
241.0,180.34,170.0,43.75,1,0.0,11.5,0.5,0.470625,193.04,20.0625,22.0,1.4375,25.0,6,0.7,0.0,0.0,208.0,15.75,0.24,0
242.0,172.72,135.0,81.0,1,2.0,13.0,0.0,0.5,165.1,21.0,34.0,2.0,0.0,3,0.36,0.0,1.0,17.0,12.0,0.32,0
243.0,165.1,115.0,181.6875,0,7.5625,17.9375,0.5625,0.49375,152.4,9.6875,35.0,9.6875,3.4375,1,0.46125,2.375,0.0,94.9375,12.875,0.26625,0
244.0,185.42,205.0,123.4375,1,16.65625,9.65625,0.0,0.78078125,208.28,6.296875,39.0,5.8125,1.375,9,0.595,2.125,1.0,83.5,18.4375,0.4925,0
245.0,162.56,135.0,26.0,1,0.5,25.0,0.0,0.47,170.18,29.25,28.0,2.5,10.15625,2,0.37625,5.59375,0.0,211.65625,9.0,0.3728125,0
246.0,170.18,135.0,78.75,1,5.0,4.5,0.0,0.28,172.72,42.25,28.0,2.25,4.5,3,0.32,1.25,0.0,27.25,2.25,0.4175,0
247.0,182.88,205.0,0.0,1,0.0,2.0,0.0,0.605,177.8,26.5,24.0,3.5,0.0,8,0.455,0.0,0.0,19.25,4.5,0.595,0
248.0,175.26,155.0,132.1739423,1,3.40625,7.8125,0.0,0.28,182.88,15.75390625,30.0,4.5859375,6.0,5,0.56375,0.875,0.0,30.8125,2.375,0.375625,0
249.0,177.8,155.0,103.25,1,0.875,1.0,0.0,0.52125,177.8,4.75,26.0,2.375,2.3125,5,0.45078125,3.953125,0.0,76.5,2.375,0.28515625,0
250.0,172.72,155.0,52.75292969,1,2.400390625,3.172851563,0.000976563,0.346147461,177.8,14.58886719,30.0,2.776367188,4.5,5,0.39125,3.0,0.0,146.375,1.380371094,0.505,0
251.0,172.72,145.0,205.5,1,1.0,8.5,0.5,0.4,170.18,22.0,28.0,8.5,4.0,3,0.31,1.5,0.0,149.0,2.5,0.37,0
252.0,162.56,135.0,1.9375,1,0.515625,7.1875,0.0,0.45125,167.64,22.9453125,31.0,6.265625,0.761978149,2,0.673132172,7.300125122,0.0,102.2448425,15.78125,0.336982422,0
253.0,182.88,170.0,87.3125,1,3.3125,3.0,0.0,0.48,187.96,10.0,27.0,7.0,10.0,7,0.38,7.092651367,0.0,10.0,19.0,0.504283447,0
254.0,185.42,185.0,21.5,1,3.5,12.0,0.0,0.54,193.04,21.5,29.0,4.0,17.125,7,0.4975,1.875,0.0,289.25,12.5,0.44375,0
255.0,180.34,170.0,113.875,1,13.5,7.5,0.1875,0.375108905,182.88,19.81054688,29.0,9.125,3.827636719,6,0.449093628,2.267333984,0.0,91.47991943,6.0,0.494501343,0
256.0,177.8,170.0,95.5,1,5.58984375,11.546875,0.0,0.575,180.34,9.461181641,28.0,4.5859375,3.46875,6,0.455625,3.125,0.0,174.59375,15.4453125,0.425,0
257.0,180.34,155.0,147.5209961,1,1.087402344,8.752441406,0.0,0.492387695,190.5,41.04052734,35.0,14.00634766,19.85139465,5,0.442142525,2.364465714,1.0,175.630291,6.394042969,0.510112686,0
258.0,167.64,135.0,289.21875,0,1.125,7.96875,0.25,0.514609375,172.72,15.8359375,41.0,1.8984375,12.75,3,0.485625,2.3125,2.0,408.375,23.9140625,0.498125,0
259.0,182.88,155.0,160.5,1,1.5,9.125,0.0,0.45453125,180.34,22.0,25.0,0.5,29.0,5,0.36,0.012821235,0.0,334.0,14.21484375,0.53,0
260.0,170.18,135.0,82.28515625,1,1.22265625,7.5390625,0.0,0.327070313,172.72,47.90625,30.0,1.5703125,0.0,3,0.435,5.5,0.0,111.0,19.90234375,0.32,0
261.0,172.72,155.0,16.25,1,1.5,6.12890625,0.0,0.28,182.88,19.25,26.0,1.5,8.671875,5,0.61,0.375,0.0,261.625,8.25,0.4496875,0
262.0,165.1,115.0,181.6875,0,7.5625,17.9375,0.5625,0.49375,152.4,9.6875,35.0,9.6875,3.4375,1,0.46125,2.375,0.0,94.9375,12.875,0.26625,0
263.0,180.34,170.0,390.375,1,3.25,11.5,0.1875,0.473125,182.88,14.5625,28.0,5.125,7.413085938,6,0.61015625,5.234375,0.0,273.6689453,0.125,0.536279297,0
264.0,180.34,145.0,160.5,1,3.5,13.5,0.0,0.5,177.8,12.0,24.0,2.0,0.0,4,0.345,8.5,0.0,40.5,19.0,0.36,0
265.0,170.18,135.0,5.0,1,12.0,1.0,0.0,0.66,162.56,8.0,27.0,1.0,23.75,3,0.65,7.125,0.0,550.9445801,9.0,0.73,0
266.0,190.5,170.0,246.5,1,1.75,8.59375,0.0,0.48,187.96,12.19799805,28.0,0.53125,6.5,7,0.36,2.0,0.0,171.0,20.89257813,0.434788456,0
267.0,185.42,185.0,24.5,1,2.0,20.5,0.0,0.675,187.96,14.0,30.0,0.5,6.955449581,7,0.394059653,1.125123978,0.0,37.34788465,29.5,0.438484631,0
268.0,187.96,185.0,11.0,1,2.75,5.5,0.0,0.57,187.96,3.0,21.0,1.5,4.759017944,7,0.343166504,3.381530762,1.0,109.8029327,10.25,0.451690674,0
269.0,172.72,155.0,16.25,1,1.5,6.12890625,0.0,0.28,182.88,19.25,26.0,1.5,8.671875,5,0.61,0.375,0.0,261.625,8.25,0.4496875,0
270.0,172.72,135.0,133.9414063,1,5.62109375,6.81640625,0.0,0.45296875,172.72,42.03515625,25.0,15.04296875,4.0,3,0.49125,4.875,2.0,150.375,5.8515625,0.4075,0
271.0,180.34,170.0,98.0,1,1.0,8.0,0.0,0.37,193.04,31.0,29.0,8.0,0.0625,6,0.4284375,0.0,0.0,1.25,26.0,0.403125,0
272.0,185.42,205.0,6.4375,1,0.1875,9.75,0.0,0.419375,182.88,15.8125,32.0,2.0,0.0,8,0.205,0.0,0.0,0.5,0.25,0.445,0
273.0,175.26,155.0,252.59375,1,6.46875,7.65625,0.0,0.474375,180.34,11.6875,30.0,4.78125,10.0,5,0.5325,0.75,1.0,84.0,0.0,0.44,0
274.0,190.5,265.0,153.75,1,1.0,13.5,0.0,0.42,187.96,26.375,32.0,3.125,4.53125,9,0.56921875,4.0,0.0,283.171875,17.625,0.36875,0
275.0,175.26,145.0,33.0,1,0.0,3.0,0.0,0.41,177.8,3.0,32.0,0.0,6.371421814,0,0.31367939,0.793842316,0.0,53.78362465,2.0,0.493555622,0
276.0,172.72,155.0,160.5,1,5.0,4.5,0.0,0.615,177.8,4.0,28.0,1.5,2.09375,5,0.4371875,0.5,2.0,21.625,22.0,0.2571875,0
277.0,182.88,185.0,523.25,1,17.25,4.5,0.5,0.57,187.96,6.5,28.0,1.5,1.0,7,0.33,3.0,1.0,9.0,2.0,0.34,0
278.0,185.42,205.0,147.5,1,0.0,34.203125,0.5,0.6,200.66,16.8125,25.0,3.0,29.0,7,0.4,3.5,0.0,117.5,11.25,0.425,0
279.0,170.18,155.0,131.5,1,0.5,12.5,0.0,0.365,172.72,12.0,26.0,5.5,3.0,5,0.4278125,3.59375,0.0,12.03125,25.0,0.275,0
280.0,182.88,170.0,178.0625,1,1.109375,15.75,0.0,0.425,182.88,34.10058594,22.0,1.5,15.6875,6,0.51875,5.625,0.0,475.25,14.9296875,0.505,0
281.0,187.96,185.0,41.06488037,1,1.145202637,8.444458008,3.05e-05,0.576833801,198.12,20.13308716,29.0,7.06350708,5.135803223,7,0.319853516,0.065917969,1.0,128.6027832,4.703369141,0.431681519,0
282.0,185.42,253.0,100.40625,1,2.0625,3.2265625,0.0625,0.449921875,213.36,7.2578125,33.0,6.9453125,17.48104382,9,0.404718628,6.296007156,1.0,320.8572197,10.296875,0.540621376,0
283.0,180.34,155.0,29.0625,1,3.15625,1.8125,0.0625,0.3115625,175.26,23.21875,30.0,5.75,2.796875,5,0.5178125,11.625,0.0,236.3515625,2.375,0.518046875,0
284.0,175.26,185.0,5.735351563,1,3.7578125,7.390625,0.0,0.520908203,198.12,19.81054688,40.0,13.65625,16.37924385,7,0.522182922,1.627059937,0.0,121.518837,3.56640625,0.536302547,0
285.0,180.34,145.0,223.0,1,0.0,10.5,0.0,0.43,177.8,16.5,28.0,0.5,3.0,4,0.38,2.0,0.0,10.0,0.5,0.41,0
286.0,167.64,125.0,440.0,0,2.0,4.09375,1.0,0.28,167.64,43.453125,29.0,3.0,6.09375,3,0.65,9.5,0.0,191.0,10.296875,0.4496875,0
287.0,177.8,155.0,49.62690735,1,4.157840729,2.398806572,0.125007629,0.471267214,180.34,11.34186459,29.0,6.331539154,4.021248505,5,0.542318956,0.398809325,11.0,63.55103458,2.229716301,0.431629512,0
288.0,190.5,185.0,169.375,1,0.5,12.625,1.0,0.5875,185.42,15.875,33.0,11.625,6.125,7,0.52875,2.25,0.0,80.25,9.75,0.36,0
289.0,182.88,170.0,91.421875,1,4.0,14.5,3.0,0.28,198.12,22.0,29.0,3.71875,6.09375,7,0.65,2.820265055,0.0,388.3683777,0.0,0.505,0
290.0,187.96,185.0,5.5,1,1.375,4.75,0.0,0.465,195.58,3.0,22.0,0.75,0.888366699,7,0.431272278,4.313720703,1.0,4.030578613,6.125,0.411948242,0
291.0,190.5,155.0,447.5,1,12.5,1.5,0.5,0.46,177.8,28.5,30.0,11.0,3.309204102,5,0.325383301,0.974182129,0.0,12.37524414,1.0,0.477150269,0
292.0,177.8,170.0,168.5,1,5.5,4.0,0.0,0.47,193.04,5.75,28.0,2.625,2.875,6,0.464375,2.0625,1.0,102.8125,12.625,0.590625,0
293.0,182.88,185.0,157.5,1,2.5,20.6875,0.1875,0.40625,195.58,8.375,23.0,0.25,0.0,7,0.6025,0.5,0.0,6.5,8.9375,0.375,0
294.0,182.88,205.0,293.7578125,1,0.580078125,34.203125,0.0,0.616152344,193.04,9.556640625,30.0,2.921875,33.04406738,8,0.439089355,1.43347168,0.0,550.9445801,8.73046875,0.669847412,0
295.0,195.58,205.0,110.5,1,3.5,2.0,0.0,0.13,205.74,3.5,23.0,0.0,1.0,8,0.8,2.0,0.0,65.0,3.5,0.25,0
296.0,187.96,185.0,26.27734375,1,6.2265625,14.5546875,0.0,0.379726563,185.42,24.0859375,33.0,9.73828125,9.125,8,0.534375,1.3125,0.0,142.1875,11.953125,0.315625,0
297.0,170.18,135.0,84.70996094,0,1.625976563,8.365234375,0.0,0.357978516,175.26,43.34277344,31.0,7.950195313,2.189453125,3,0.632226563,0.724609375,2.0,14.97460938,3.442382813,0.458476563,0
298.0,177.8,170.0,86.359375,1,1.234375,18.671875,0.0,0.445625,187.96,30.578125,33.0,3.296875,10.671875,6,0.225390625,2.15625,0.0,289.921875,0.96875,0.4940625,0
